idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P7250	P7260	P7280	P7280s1	P7310	P7320	P7350	P7350s1	P7360	P7390	P7390s1	P7420	P7420s1	P7420s2	P7420s3	P7420s4	P7420s5	P7420s6	P7420s7	P7420s8	P7420s7a1	P7422	P7422s1	P9460	Oficio1	Oficio2	Rama2d_d	Dsi	Dscy	Rama4d_d	Mes	Dpto	empleado
3759873131	3759873	1	3	1	70	11	40	48	2		2	40	1		6	1										1		2		2	9	21	74	1	2	7499	6	11	0
3759873141	3759873	1	4	1	70	11	2	30	2		2	24	4		9	4										1		2		2	21	21	80	1	1	8050	6	11	0
3759874131	3759874	1	3	1	70	11	4	40	1		2	1	1		9	1										1		1	600000	2	39	39	15	1	1	1581	6	11	0
3759876121	3759876	1	2	1	70	11	104	24	3		2	104	3		1	2										1		2		2	54	54	95	1	2	9500	6	11	0
3759879131	3759879	1	3	1	70	11	52	58	1		2	52	4		2	1										1		2		2	45	41	52	1	2	5237	6	11	0
3759882161	3759882	1	6	1	70	11	2	48	1		2	20	4		1	1										1		2		2	55	45	52	1	1	5261	6	11	0
3759885121	3759885	1	2	1	70	11	1	48	1		2	155	1		9	1										1		2		2	39	39	72	1	1	7230	6	11	0
3759901151	3759901	1	5	1	70	11	24	48	4		2	104	4		2	2										1		2		2	95	95	45	1	2	4521	6	11	0
3759904111	3759904	1	1	1	70	11	18	48	1		2	4	3		1	2										1		2		2	55	54	95	1	2	9500	6	11	0
3759912111	3759912	1	1	1	70	11	8	70	1		2	12	1		4	7										1		2		2	58	58	70	1	1	7020	6	11	0
3759914131	3759914	1	3	1	70	11	8	48	1		1							.									.				38			1	1		6	11	0
3759916131	3759916	1	3	1	70	11	48	48	1		2	48	1		2	3										1		2		2	13	13	74	1	2	7414	6	11	0
3759917313	3759917	3	1	3	70	11	24	40	1		2	12	4		2	1										1		2		2	79	91	21	1	2	2102	6	11	0
3759919151	3759919	1	5	1	70	11	1	48	3		2	2	3		1	8										1		1	350000	2	54	54	95	1	1	9500	6	11	0
3759935131	3759935	1	3	1	70	11	4	60	1		2	2	4		1	3										1		1	230000	2	2	17	92	1	1	9214	6	11	0
3759938121	3759938	1	2	1	70	11	24	48	1		2	24	1		9	2										1		2		2	79	79	18	1	2	1810	6	11	0
3759939212	3759939	2	1	2	70	11	8	48	1		2	20	4		3	8										1		2		2	39	57	93	1	1	9302	6	11	0
3759945141	3759945	1	4	1	70	11	4	40	1		2	24	1		2	1										1		2		2	97	3	52	1	1	5239	6	11	0
3759946111	3759946	1	1	1	70	11	104	48	1		2	12	3		1	2										1		2		2	32	54	95	1	2	9500	6	11	0
3759947121	3759947	1	2	1	70	11	2	48	1		2	20	1		8	4										1		2		2	95	95	36	1	1	3611	6	11	0
3759948121	3759948	1	2	1	70	11	1	48	1		2	3	1		9	1										1		1	644350	2	45	45	15	1	1	1581	6	11	0
3759951121	3759951	1	2	1	70	11	12	48	1		2	14	1		2	1										1		2		2	7	7	85	1	1	8511	6	11	0
3759962131	3759962	1	3	1	70	11	16	48	1		1							.									.				4			1	2		6	11	0
3759963131	3759963	1	3	1	70	11	20	48	1		2	6	1		6	4										1		1	400000	2	38	33	52	1	2	5211	6	11	0
3759964141	3759964	1	4	1	70	11	8	48	1		1							.									.				19			1	1		6	11	0
3759969121	3759969	1	2	1	70	11	4	48	1		2	16	1		9	4										1		2		2	3	3	31	1	1	3190	6	11	0
3759976111	3759976	1	1	1	70	11	4	48	1		2	4	1		8	1										1		1	60000	2	55	80	19	1	1	1931	6	11	0
3759982141	3759982	1	4	1	70	11	4	48	1		2	4	1		3	3										1		1	98	2	55	55	55	1	1	5511	6	11	0
3759986131	3759986	1	3	1	70	11	3	48	1		2	16	1		2	3										1		2		2	53	53	55	1	1	5521	6	11	0
3759992121	3759992	1	2	1	70	11	1	48	1		2	144	1		4	1										1		2		2	97	97	52	1	1	5239	6	11	0
3760006121	3760006	1	2	1	70	54	6	48	1		2	8	4		1	2										1		2		2	45	59	93	1	1	9309	6	54	0
3760006131	3760006	1	3	1	70	54	16	45	1		2	24	1		5	2										1		2		2	45	45	52	1	2	5233	6	54	0
3760009121	3760009	1	2	1	70	54	4	40	4		2	80	4		9	2										1		2		2	39	39	75	1	1	7515	6	54	0
3760022111	3760022	1	1	1	70	54	5	48	4		2	5	4		1	1										1		1	80000	2	95	61	1	1	1	114	6	54	0
3760032121	3760032	1	2	1	70	54	12	48	1		2	5	1		2	4										1		1	200000	2	45	45	52	1	1	5244	6	54	0
3760036121	3760036	1	2	1	70	54	4	36	1		2	24	4		1	1								1				2		2	45	41	52	1	1	5233	6	54	0
3760048111	3760048	1	1	1	70	54	1	48	4		2	1	4		1	1								1				1	500000	2	83	83	28	1	1	2811	6	54	0
3760055111	3760055	1	1	1	70	54	4	54	1		2	24	1		6	2										1		2		2	39	55	93	1	1	9303	6	54	0
3760086121	3760086	1	2	1	70	54	40	48	1		2	24	4		1	3										1		2		2	87	41	50	1	2	5012	6	54	0
3760087121	3760087	1	2	1	70	54	32	48	1		2	112	1		9	2										1		2		2	55	99	90	1	2	9000	6	54	0
3760088131	3760088	1	3	1	70	54	24	48	4		2	4	4		1	1										1		1	20000	2	75	75	17	1	2	1749	6	54	0
3760095121	3760095	1	2	1	70	54	8	48	1		2	8	1		9	1										1		2		2	45	45	52	1	1	5219	6	54	0
3760102131	3760102	1	3	1	70	54	3	48	4		2	26	6		2	2										1		2		2	18	49	71	1	1	7130	6	54	0
3760103111	3760103	1	1	1	70	54	4	60	4		2	4	4		1	1										1		1	300000	2	55	55	74	1	1	7493	6	54	0
3760112121	3760112	1	2	1	70	54	2	40	1		2	2	4		1	1								1				1	300000	2	55	97	63	1	1	6310	6	54	0
3760115131	3760115	1	3	1	70	54	10	44	1		2	10	4		1	1										1		2		2	45	3	19	1	1	1939	6	54	0
3760118111	3760118	1	1	1	70	54	3	44	1		2	150	1		3	4										1		2		2	45	33	52	1	1	5239	6	54	0
3760120121	3760120	1	2	1	70	54	2	44	1		2	62	4		1	5										1		2		2	33	44	64	1	1	6424	6	54	0
3760129121	3760129	1	2	1	70	54	3	48	3		2	104	4		1	1										1		2		2	54	59	93	1	1	9309	6	54	0
3760131111	3760131	1	1	1	70	54	4	48	1		2	4	3		1	1								1				1	560000	2	99	54	95	1	1	9500	6	54	0
3760132121	3760132	1	2	1	70	54	2	50	4		2	2	4		1	1										1		1	98	2	84	97	45	1	1	4521	6	54	0
3760136131	3760136	1	3	1	70	54	4	44	1		1							.									.				99			1	1		6	54	0
3760139151	3760139	1	5	1	70	52	8	40	1		1							.									.				33			1	1		6	52	0
3760146111	3760146	1	1	1	70	54	52	48	1		2	52	1		9	1										1		2		2	98	98	64	1	2	6421	6	54	0
3760146121	3760146	1	2	1	70	54	48	12	4		2	12	4		6	4										1		1	120000	2	79	11	74	1	2	7412	6	54	0
3760146151	3760146	1	5	1	70	54	4	48	1		2	52	4		9	4										1		2		2	39	39	75	1	1	7512	6	54	0
3760147111	3760147	1	1	1	70	54	16	50	4		2	5	4		1	4										1		1	450000	2	93	93	45	1	2	4552	6	54	0
3760149131	3760149	1	3	1	70	54	3	48	4		2	52	4		1	1										1		2		2	53	38	64	1	1	6421	6	54	0
3760150121	3760150	1	2	1	70	54	12	48	1		2	12	4		1	1										1		2		2	99	61	1	1	1	118	6	54	0
3760150151	3760150	1	5	1	70	54	8	48	4		2	156	1		2	4										1		2		2	53	53	55	1	1	5521	6	54	0
3760179121	3760179	1	2	1	70	52	2	30	1		2	12	1		3	1										1		2		2	13	33	52	1	1	5219	6	52	0
3760185111	3760185	1	1	1	70	52	1	24	1		2	26	4		1	9	CARNET SUBSIDIADO DE OTRO MUNICIPIO									1		2		2	33	41	52	1	1	5234	6	52	0
3760188222	3760188	2	2	2	70	52	2	48	1		2	2	4		1	1										1		2		2	59	59	85	1	1	8532	6	52	0
3760198161	3760198	1	6	1	70	52	24	40	1		2	24	1		4	1										1		2		2	56	60	1	1	2	111	6	52	0
3760198171	3760198	1	7	1	70	52	16	48	1		2	16	1		2	1										1		2		2	97	45	52	1	2	5223	6	52	0
3760205131	3760205	1	3	1	70	52	3	48	1		2	3	1		3	1										1		1	50000	2	95	95	45	1	1	4521	6	52	0
3760206141	3760206	1	4	1	70	52	18	40	1		2	8	9	TRABAJO PARA UN ASALARIADO RELIZANDO LAS MISMA FUNSIONES	1	4										1		2		2	58	58	70	1	2	7020	6	52	0
3760207121	3760207	1	2	1	70	52	24	40	1		2	156	1		6	1			1	1								1	150000	2	7	7	85	1	2	8515	6	52	0
3760208131	3760208	1	3	1	70	73	20	48	1		1							.									.				3			1	2		6	73	0
3760209121	3760209	1	2	1	70	73	104	48	1		2	4	1		4	1			1		1							1	500000	2	2	2	45	1	2	4530	6	73	0
3760222121	3760222	1	2	1	70	73	220	20	1		2	2	3		1	1										1		2		2	45	55	95	1	2	9500	6	73	0
3760223151	3760223	1	5	1	70	73	4	48	1		1							.									.				45			1	1		6	73	0
3760224141	3760224	1	4	1	70	73	6	40	1		2	52	1		6	3										1		2		2	39	39	92	1	1	9231	6	73	0
3760238131	3760238	1	3	1	70	73	2	40	1		1							.									.				45			1	1		6	73	0
3760243212	3760243	2	1	2	70	73	2	48	1		2	8	1		9	2					1							2		2	33	33	52	1	1	5237	6	73	0
3760253232	3760253	2	3	2	70	73	24	52	1		2	2	1		7	4										1		2		2	40	45	74	1	2	7499	6	73	0
3760259111	3760259	1	1	1	70	73	30	48	1		2	30	4		1	6										1		2		2	95	95	45	1	2	4559	6	73	0
3760262222	3760262	2	2	2	70	73	4	48	1		2	4	1		9	1										1		1	970000	2	39	39	85	1	1	8512	6	73	0
3760262252	3760262	2	5	2	70	73	4	48	1		2	6	3		1	2										1		2		2	55	54	95	1	1	9500	6	73	0
3760268111	3760268	1	1	1	70	73	56	48	1		1							.									.				33			1	2		6	73	0
3760283131	3760283	1	3	1	70	73	32	48	1		2	4	1		9	2										1		1	650000	2	32	32	85	1	2	8511	6	73	0
3760712111	3760712	1	1	1	70	76	24	48	1		2	24	1		9	4										1		1	98	1	39	98	66	1	2	6602	6	76	0
3760715121	3760715	1	2	1	70	76	8	48	1		2	8	1		9	4										1		2		2	45	45	64	1	1	6421	6	76	0
3760718121	3760718	1	2	1	70	76	84	48	1		2	48	1		3	1										1		2		2	57	53	55	1	2	5511	6	76	0
3760724121	3760724	1	2	1	70	76	20	48	1		2	20	2		9	2										1		2		2	32	31	75	1	2	7512	6	76	0
3760729161	3760729	1	6	1	70	76	8	50	1		2	8	4		3	1										1		2		2	84	84	50	1	1	5020	6	76	0
3760731121	3760731	1	2	1	70	76	6	48	1		2	8	1		9	4										1		2		2	53	45	64	1	1	6421	6	76	0
3760733121	3760733	1	2	1	70	76	8	40	1		1							.									.				32			1	1		6	76	0
3760741111	3760741	1	1	1	70	76	40	21	4		2	40	3		1	1										1		2		2	55	54	95	1	2	9500	6	76	0
3760743121	3760743	1	2	1	70	76	26	40	1		2	260	1		4	7										1		1	300000	2	45	39	91	1	2	9191	6	76	0
3760745131	3760745	1	3	1	70	76	26	48	2		2	26	1		9	4										1		2		2	2	2	40	1	2	4010	6	76	0
3760746131	3760746	1	3	1	70	76	52	50	1		2	10	4		1	1										1		2		2	16	16	74	1	2	7430	6	76	0
3760749111	3760749	1	1	1	70	76	25	48	1		2	26	1		4	1				1								1	150000	1	39	39	52	1	2	5241	6	76	0
3760756121	3760756	1	2	1	70	76	90	48	1		2	90	4		9	1										1		2		2	45	32	85	1	2	8532	6	76	0
3760763212	3760763	2	1	2	70	76	16	48	1		2	10	4		1	4										1		2		2	85	98	60	1	2	6031	6	76	0
3760766111	3760766	1	1	1	70	76	4	48	1		2	4	1		7	1										1		1	650000	2	45	45	52	1	1	5233	6	76	0
3760769121	3760769	1	2	1	70	76	8	48	4		2	8	4		1	1										1		2		2	95	95	45	1	1	4521	6	76	0
3760772141	3760772	1	4	1	70	76	16	48	1		2	108	1		2	4										1		2		2	45	53	55	1	2	5529	6	76	0
3760778141	3760778	1	4	1	70	76	2	48	2		2	108	1		4	4										1		2		2	39	3	74	1	1	7492	6	76	0
3760789131	3760789	1	3	1	70	76	1	30	1		1							.									.				97			1	1		6	76	0
3760795121	3760795	1	2	1	70	76	52	48	1		2	40	1		5	2										1		2		2	77	59	74	1	2	7430	6	76	0
3760803111	3760803	1	1	1	70	76	3	50	1		2	3	3		1	9	CON CARTA DEL SISBEN DE OTRO MUNICIPIO									1		1	160000	2	53	54	95	1	1	9500	6	76	0
3760804141	3760804	1	4	1	70	76	20	25	1		1							.									.				45			1	2		6	76	0
3760809131	3760809	1	3	1	70	66	12	48	1		2	22	1		2	8										1		2		2	97	33	50	1	1	5020	6	66	0
3760815121	3760815	1	2	1	70	66	36	50	2		2	6	6		2	1			1		1							2		2	20	2	74	1	2	7421	6	66	0
3760820141	3760820	1	4	1	70	66	24	48	1		2	24	1		9	1										1		2		2	70	38	74	1	2	7499	6	66	0
3760823121	3760823	1	2	1	70	66	4	48	1		2	28	1		4	1										1		2		2	18	17	92	1	1	9249	6	66	0
3760823131	3760823	1	3	1	70	66	3	48	1		2	3	2		9	4										1		1	200000	2	13	13	80	1	1	8050	6	66	0
3760829151	3760829	1	5	1	70	66	200	48	1		2	208	1		9	7										1		2		2	55	55	65	1	2	6512	6	66	0
3760843131	3760843	1	3	1	70	66	8	48	1		2	8	1		2	1										1		2		2	93	93	45	1	1	4521	6	66	0
3760856121	3760856	1	2	1	70	66	2	48	4		2	2	1		3	1										1		1	650000	2	95	95	45	1	1	4521	6	66	0
3760856131	3760856	1	3	1	70	66	4	40	4		1							.									.				45			1	1		6	66	0
3760856161	3760856	1	6	1	70	66	8	48	1		2	8	1		6	8										1		2		2	79	79	18	1	1	1810	6	66	0
3760858131	3760858	1	3	1	70	8	24	48	1		2	24	3		1	1										1		2		2	53	54	95	1	2	9500	6	8	0
3760882111	3760882	1	1	1	70	8	4	40	3		2	4	4		1	1										1		1	98	2	54	41	55	1	1	5529	6	8	0
3760942151	3760942	1	5	1	70	8	8	24	4		2	8	4		9	1										1		2		2	19	19	75	1	1	7513	6	8	0
3760944121	3760944	1	2	1	70	8	48	60	1		2	24	1		5	2										1		2		2	98	45	52	1	2	5233	6	8	0
3760950131	3760950	1	3	1	70	8	4	48	1		2	48	1		9	4										1		2		2	6	6	85	1	1	8511	6	8	0
3760952121	3760952	1	2	1	70	8	4	48	1		2	8	1		9	4										1		2		2	45	45	15	1	1	1589	6	8	0
3760957141	3760957	1	4	1	70	8	52	40	1		2	52	1		5	4										1		1	80000	2	13	13	80	1	2	8041	6	8	0
3760958111	3760958	1	1	1	70	8	8	20	1		2	12	1		3	1										1		2		2	3	32	74	1	1	7411	6	8	0
3760958121	3760958	1	2	1	70	8	4	40	4		2	4	4		9	1			1									2		2	19	19	75	1	1	7512	6	8	0
3760966121	3760966	1	2	1	70	8	4	40	1		1							.									.				45			1	1		6	8	0
3760980121	3760980	1	2	1	70	8	16	48	1		2	32	1		9	4										1		2		2	55	55	85	1	2	8515	6	8	0
3761000111	3761000	1	1	1	70	13	3	50	4		2	3	4		1	1										1		2		2	95	95	45	1	1	4521	6	13	0
3761014111	3761014	1	1	1	70	13	4	50	1		2	4	1		9	5										1		1	98	2	3	3	28	1	1	2892	6	13	0
3761016131	3761016	1	3	1	70	13	16	50	1		2	16	1		9	5										1		2		2	2	32	74	1	2	7414	6	13	0
3761019131	3761019	1	3	1	70	13	12	48	1		2	12	1		9	7										1		2		2	58	58	62	1	1	6211	6	13	0
3761021111	3761021	1	1	1	70	13	24	48	1		2	24	4		1	1										1		2		2	45	95	45	1	2	4521	6	13	0
3761021141	3761021	1	4	1	70	13	24	48	1		2	24	1		9	7										1		2		2	33	33	15	1	2	1594	6	13	0
3761029111	3761029	1	1	1	70	13	52	48	1		2	52	1		8	2										1		2		2	53	53	55	1	2	5521	6	13	0
3761030111	3761030	1	1	1	70	13	104	48	1		2	102	4		1	1										1		2		2	45	93	45	1	2	4552	6	13	0
3761031323	3761031	3	2	3	70	13	12	48	3		2	24	1		4	1										1		2		2	54	53	55	1	1	5529	6	13	0
3761035131	3761035	1	3	1	70	13	20	54	4		2	20	4		1	4										1		2		2	95	95	45	1	2	4521	6	13	0
3761037111	3761037	1	1	1	70	13	3	48	4		2	99	4		1	1										1		2		2	41	41	52	1	1	5223	6	13	0
3761037141	3761037	1	4	1	70	13	8	48	4		2	8	4		1	1										1		2		2	3	3	45	1	1	4542	6	13	0
3761040121	3761040	1	2	1	70	13	52	48	1		2	24	1		4	2										1		2		2	19	45	52	1	2	5233	6	13	0
3761044131	3761044	1	3	1	70	13	4	48	1		2	52	1		6	4										1		2		2	37	3	63	1	1	6390	6	13	0
3761044151	3761044	1	5	1	70	13	4	48	1		2	4	1		9	4										1		2		2	32	39	85	1	1	8512	6	13	0
3761045141	3761045	1	4	1	70	13	24	48	1		2	52	1		4	4										1		2		2	97	53	55	1	2	5530	6	13	0
3761051131	3761051	1	3	1	70	13	4	8	1		2	4	4		1	8										1		2		2	19	41	52	1	1	5233	6	13	0
3761054111	3761054	1	1	1	70	13	8	8	1		2	8	1		8	1										1		2		2	32	32	75	1	1	7530	6	13	0
3761071131	3761071	1	3	1	70	13	6	8	1		1							.									.				57			1	1		6	13	0
3761076131	3761076	1	3	1	70	13	36	40	1		2	36	3		1	7										1		2		2	55	54	95	1	2	9500	6	13	0
3761076232	3761076	2	3	2	70	13	8	40	1		1							.									.				7			1	1		6	13	0
3761077131	3761077	1	3	1	70	13	12	40	1		2	12	1		5	7										1		2		2	44	44	70	1	1	7020	6	13	0
3761078131	3761078	1	3	1	70	13	42	40	1		2	42	1		9	2										1		2		2	45	45	52	1	2	5234	6	13	0
3761080131	3761080	1	3	1	70	13	12	40	1		2	12	1		9	7										1		2		2	11	11	29	1	1	2930	6	13	0
3761091121	3761091	1	2	1	70	13	24	40	1		1							.									.				62			1	2		6	13	0
3761091131	3761091	1	3	1	70	13	12	48	3		2	12	3		1	8										1		2		2	54	54	95	1	1	9500	6	13	0
3761097181	3761097	1	8	1	70	13	8	40	1		2	8	1		4	1										1		2		2	53	53	55	1	1	5521	6	13	0
3761102121	3761102	1	2	1	70	13	34	40	1		2	34	1		9	1										1		2		2	77	77	15	1	2	1512	6	13	0
3761109111	3761109	1	1	1	70	13	24	48	1		2	24	1		9	1										1		2		2	2	2	45	1	2	4521	6	13	0
3761114161	3761114	1	6	1	70	13	2	48	1		2	2	1		8	1										1		2		2	97	97	60	1	1	6042	6	13	0
3761119111	3761119	1	1	1	70	13	20	48	1		2	20	1		9	2										1		2		2	45	59	85	1	2	8511	6	13	0
3761121151	3761121	1	5	1	70	13	8	48	1		2	8	1		9	1										1		2		2	37	37	52	1	1	5231	6	13	0
3761137121	3761137	1	2	1	70	13	4	40	1		2	4	1		7	1										1		2		2	58	58	74	1	1	7492	6	13	0
3761147131	3761147	1	3	1	70	13	4	40	1		2	4	1		7	1										1		2		2	55	95	45	1	1	4530	6	13	0
3761147141	3761147	1	4	1	70	13	40	40	1		1							.									.				55			1	2		6	13	0
3761153111	3761153	1	1	1	70	13	4	40	1		2	4	1		6	1										1		2		2	98	98	63	1	1	6340	6	13	0
3761165131	3761165	1	3	1	70	13	4	40	1		2	4	1		3	1										1		2		2	95	95	52	1	1	5239	6	13	0
3761166131	3761166	1	3	1	70	13	24	40	1		2	24	1		6	1										1		2		2	19	19	85	1	2	8512	6	13	0
3761168131	3761168	1	3	1	70	23	4	40	1		1							.									.				59			1	1		6	23	0
3761169131	3761169	1	3	1	70	23	2	40	1		1							.									.				32			1	1		6	23	0
3761169141	3761169	1	4	1	70	23	16	48	1		1							.									.				37			1	2		6	23	0
3761171141	3761171	1	4	1	70	23	12	48	4		1							.									.				3			1	1		6	23	0
3761187111	3761187	1	1	1	70	23	16	40	3		2	156	3		1	1										1		2		2	54	54	95	1	2	9500	6	23	0
3761191131	3761191	1	3	1	70	23	2	40	1		2	2	1		9	1										1		2		2	32	32	51	1	1	5111	6	23	0
3761216141	3761216	1	4	1	70	23	5	40	1		2	5	1		4	7										1		2		2	45	95	45	1	1	4521	6	23	0
3761216161	3761216	1	6	1	70	23	15	48	1		2	18	3		2	1										1		2		2	45	54	95	1	2	9500	6	23	0
3761229121	3761229	1	2	1	70	23	20	20	1		2	20	1		5	1										1		2		2	19	37	22	1	2	2220	6	23	0
3761232131	3761232	1	3	1	70	23	60	40	1		2	4	1		9	1										1		2		2	98	98	60	1	2	6021	6	23	0
3761235121	3761235	1	2	1	70	23	3	48	3		2	24	3		1	1										1		2		2	54	54	95	1	1	9500	6	23	0
3761249121	3761249	1	2	1	70	11	2	48	1		2	2	1		2	2										1		1	800000	2	98	98	93	1	1	9309	6	11	0
3761255121	3761255	1	2	1	70	11	8	48	1		2	16	1		9	4										1		2		2	32	39	85	1	1	8512	6	11	0
3761260131	3761260	1	3	1	70	11	20	48	1		2	20	1		6	1										1		2		2	39	53	55	1	2	5521	6	11	0
3761274131	3761274	1	3	1	70	11	2	40	1		1							.									.				53			1	1		6	11	0
3761276121	3761276	1	2	1	70	11	2	48	4		2	2	4		1	1										1		1	100000	2	95	95	45	1	1	4552	6	11	0
3761296151	3761296	1	5	1	70	23	8	8	2		1							.									.				13			1	1		6	23	0
3761305121	3761305	1	2	1	70	23	8	48	1		2	24	1		4	2										1		2		2	12	12	74	1	1	7411	6	23	0
3761316323	3761316	3	2	3	70	23	24	48	1		2	24	1		3	1										1		2		2	45	45	52	1	2	5233	6	23	0
3761320191	3761320	1	9	1	70	23	12	48	1		2	12	1		1	1										1		2		2	45	45	64	1	1	6422	6	23	0
3761324121	3761324	1	2	1	70	23	12	30	1		2	25	1		9	1										1		2		2	53	55	55	1	1	5529	6	23	0
3761331111	3761331	1	1	1	70	23	24	40	1		1							.									.				32			1	2		6	23	0
3761333121	3761333	1	2	1	70	23	50	40	1		2	53	1		3	1										1		2		2	58	45	15	1	2	1551	6	23	0
3761339111	3761339	1	1	1	70	23	15	50	1		2	20	1		2	1										1		2		2	58	58	63	1	2	6331	6	23	0
3761346191	3761346	1	9	1	70	23	10	50	1		1							.									.				45			1	1		6	23	0
3761658232	3761658	2	3	2	70	76	4	48	4		2	4	4		1	1										1		1	400000	2	55	55	74	1	1	7493	6	76	0
3761889111	3761889	1	1	1	70	17	20	48	1		2	48	2		9	1										1		2		2	95	97	15	1	2	1591	6	17	0
3761901121	3761901	1	2	1	70	17	8	50	1		1							.									.				37			1	1		6	17	0
3762136121	3762136	1	2	1	70	76	16	48	1		1							.									.				45			1	2		6	76	0
3762145111	3762145	1	1	1	70	76	24	48	1		2	14	4		8	1										1		2		1	7	13	80	1	2	8060	6	76	0
3762146131	3762146	1	3	1	70	76	24	48	1		2	24	4		9	1										1		2		2	12	12	75	1	2	7512	6	76	0
3762171121	3762171	1	2	1	70	66	52	48	1		1							.									.				33			1	2		6	66	0
3762174131	3762174	1	3	1	70	66	1	48	1		1							.									.				79			1	1		6	66	0
3762176121	3762176	1	2	1	70	66	2	48	1		2	4	1		2	2										1		1	200000	2	45	45	52	1	1	5211	6	66	0
3762177141	3762177	1	4	1	70	66	2	48	1		2	8	1		9	1										1		2		2	32	32	60	1	1	6042	6	66	0
3762192111	3762192	1	1	1	70	66	24	48	1		2	24	4		2	1										1		2		2	98	21	64	1	2	6421	6	66	0
3762193111	3762193	1	1	1	70	66	8	48	1		2	8	1		2	8										1		2		2	98	55	74	1	1	7493	6	66	0
3762195111	3762195	1	1	1	70	66	2	48	1		2	24	4		1	1										1		2		2	85	45	52	1	1	5262	6	66	0
3762226111	3762226	1	1	1	70	76	48	84	1		2	48	1		9	2										1		2		2	58	58	25	1	2	2529	6	76	0
3762228111	3762228	1	1	1	70	76	8	48	1		2	4	5		4	1						1						2		2	19	95	45	1	1	4521	6	76	0
3762276111	3762276	1	1	1	70	17	104	48	1		2	104	3		1	1										1		2		2	33	54	95	1	2	9500	6	17	0
3762278121	3762278	1	2	1	70	17	1	48	1		2	4	1		9	2										1		1	240000	2	38	38	64	1	1	6421	6	17	0
3762290121	3762290	1	2	1	70	17	60	40	3		2	16	3		1	2										1		2		2	54	54	95	1	2	9500	6	17	0
3762627131	3762627	1	3	1	70	73	2	30	4		1							.									.				55			1	1		6	73	0
3762647111	3762647	1	1	1	70	73	1	48	2		2	52	2		9	4										1		2		2	32	32	75	1	1	7512	6	73	0
3762649111	3762649	1	1	1	70	73	104	48	1		2	130	1		2	2										1		2		2	45	79	18	1	2	1810	6	73	0
3762652111	3762652	1	1	1	70	73	16	48	1		2	16	1		4	8										1		2		2	93	93	36	1	2	3611	6	73	0
3762655151	3762655	1	5	1	70	73	8	30	1		2	12	1		2	2										1		2		2	45	45	52	1	1	5233	6	73	0
3762657131	3762657	1	3	1	70	73	2	48	1		2	2	3		2	4										1		1	870000	2	59	59	95	1	1	9500	6	73	0
3762667111	3762667	1	1	1	70	73	8	48	1		2	8	1		3	2										1		2		2	87	87	28	1	1	2811	6	73	0
3762667121	3762667	1	2	1	70	73	48	48	1		2	2	4		1	2										1		1	150000	2	53	55	74	1	2	7493	6	73	0
3762668141	3762668	1	4	1	70	73	5	48	1		2	5	1		8	1										1		2		2	33	45	52	1	1	5211	6	73	0
3762678111	3762678	1	1	1	70	73	4	48	1		2	4	1		4	1										1		1	800000	2	40	40	52	1	1	5235	6	73	0
3762686121	3762686	1	2	1	70	73	16	48	1		2	16	4		1	2										1		2		2	98	98	60	1	2	6031	6	73	0
3762687131	3762687	1	3	1	70	73	16	48	1		2	16	1		5	2										1		2		2	39	33	52	1	2	5211	6	73	0
3762701111	3762701	1	1	1	70	68	8	48	1		2	8	4		1	1										1		2		2	55	80	19	1	1	1929	6	68	0
3762706121	3762706	1	2	1	70	50	56	56	4		2	56	4		1	1					1							2		2	98	98	60	1	2	6031	6	50	0
3762706131	3762706	1	3	1	70	50	28	48	1		2	28	1		7	1										1		2		2	39	39	45	1	2	4530	6	50	0
3762707111	3762707	1	1	1	70	50	2	48	1		2	2	1		5	1					1							1	256000	2	95	60	1	1	1	115	6	50	0
3762707131	3762707	1	3	1	70	50	4	48	1		1							.									.				30			1	1		6	50	0
3762718111	3762718	1	1	1	70	50	4	40	3		2	4	4		1	1										1		1	200000	2	54	55	74	1	1	7493	6	50	0
3762723131	3762723	1	3	1	70	66	6	48	1		2	60	6		2	4										1		2		2	45	45	52	1	1	5211	6	66	0
3762731131	3762731	1	3	1	70	66	28	28	1		2	25	1		2	2										1		2		2	53	53	55	1	2	5529	6	66	0
3762733131	3762733	1	3	1	70	66	156	48	1		2	218	1		9	1										1		2		2	45	75	17	1	2	1710	6	66	0
3762744131	3762744	1	3	1	70	66	48	48	1		2	48	1		9	2										1		2		2	33	38	74	1	2	7413	6	66	0
3762749121	3762749	1	2	1	70	66	24	20	1		2	26	1		9	1										1		2		2	45	97	52	1	2	5211	6	66	0
3762757121	3762757	1	2	1	70	66	16	48	1		2	16	1		9	7										1		2		2	38	44	64	1	2	6421	6	66	0
3763224111	3763224	1	1	1	70	17	1	48	1		2	20	1		9	1										1		2		2	38	79	18	1	1	1810	6	17	0
3763224141	3763224	1	4	1	70	17	6	48	1		2	6	1		2	1										1		2		2	45	45	52	1	1	5239	6	17	0
3763246131	3763246	1	3	1	70	17	16	25	1		2	144	1		3	1										1		2		2	38	45	74	1	2	7499	6	17	0
3763250141	3763250	1	4	1	70	17	2	55	1		2	6	1		4	2										1		1	800000	2	53	53	55	1	1	5521	6	17	0
3763252121	3763252	1	2	1	70	17	4	48	1		2	12	5		2	1										1		2		2	16	41	52	1	1	5239	6	17	0
3763271111	3763271	1	1	1	70	17	2	48	1		2	3	4		5	2										1		2		2	2	2	45	1	1	4522	6	17	0
