idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	empleado
3755071121	3755071	1	2	1	60	13	1	2	1		1	1	1	1	1	48		5		3000000	2			2		2		2		2								2	2		2	2	2			1		1500000	3000000	1500000	2	1	1	2		.						.	12			2	2				2						13	40		.	40			9	7		1	2	1	15	1	1									1	1	72	1		2					0	1		1				2				2														1	1	1	2	8		1	1	13	80	1	2	8042			3000000	6	13	1
3755072111	3755072	1	1	1	60	13	1	2	1		1	1	2	1	1	180		2		4100000	2			2		2		2		2								2	2		2	2	2			1		2050000		4100000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	27	1	1									1	1	72	1		2					0	1		1				2				2														1	1	1	2	1		1	1	11	55	1	1	5511			4100000	6	13	1
3755072151	3755072	1	5	1	60	13	2									240																																							5			1000000	1		3		12												3		13	30	2		30			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	45	52	1	4	5261			1000000	6	13	1
3755073111	3755073	1	1	1	60	13	2									120																																							7		1	6000000	1		3		12											2015	1	1	13	48		.	48			6	7		1	1	1	34	1	1									1	1	144	1		2					0	1		1				2				2														1	1	1	2	2		1	1	21	70	1	5	7010			6000000	6	13	1
3755073131	3755073	1	3	1	60	13	2									48																																							7		2	2000000	1		3		12												2		13	40		.	40			1	7		2				1								1		2	1	30	4		2					0	2		1				2				2														1	1	1	2	8		1	1	49	71	1	4	7111			2000000	6	13	1
3755074121	3755074	1	2	1	60	13	2									120																																							6			700000	1		3		12												3		13	40		.	40			1	9		2				1								1		2	2				2						2		2				2				2														1	1	1	2	8		1	1	95	45	1	4	4521			700000	6	13	1
3755075111	3755075	1	1	1	60	13	1	2	1		2	1	2	1	1	180		3		900000	2			2		2		2		2		74000				2		1	2		2	2	2			1		450000		900000	2	2	1	2		.						.	12	1		2	2				2						13	48		.	48			9	7		1	1	1	24	1	1									1	1	60	1		2					0	1		1				2				2														1	1	1	2	8		1	1	58	80	1	1	8042	7492	74	900000	6	13	1
3755075121	3755075	1	2	1	60	13	1	2	2	6	1	1	2	2	2	24																																							1			1300000	1		3		12												2		13	48		.	48			9	4		1	1	1	14	1	1									1	1	36	4		2					0	1		1				2				2														1	2	1	2	8		1	1	58	75	1	4	7513			1300000	6	13	1
3755076111	3755076	1	1	1	60	13	2									240																																							6			1500000	1		3		12												3		13	40		.	40			1	9		2				1								1		2	1	60	4		2					0	2		1				2				2														1	1	1	2	8		1	1	95	45	1	4	4521			1500000	6	13	1
3755076121	3755076	1	2	1	60	13	1	1			1	1	2	2	2	48		1		400000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	30	2		30			3	7		2				1								1		2	1	60	4		2					72	2		2				2				2														1	1	1	2	3		1	1	53	91	1	1	9191			400000	6	13	1
3755076141	3755076	1	4	1	60	13	1	2	1		1	1	2	1	1	3		2		700000	2			2		2		2		2		74000				2		1	2		2	2	2			2					2	2	2	2		.						.	3			2	2				2						13	48		.	48			9	7		1	1	1	0	1	1									1	2				2						1		1				2				1	1	1	1	2	2	2	2	2	2	2		1	1	2	1	1	2	8		1	1	33	55	1	1	5521			700000	6	13	1
3755078111	3755078	1	1	1	60	13	1	2	1		1	1	2	1	1	144		2		900000	2			2		2		2		2		74000				2		1	2		2	2	2			1		400000		900000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	12	1	1									1	2				2						1		1				2				2														1	1	1	2	8		1	1	33	85	1	1	8512			900000	6	13	1
3755079121	3755079	1	2	1	60	13	2									360																																							6			600000	1		3		12												3		13	40		.	40			1	6		2				1								1		2	2				2						2		2				2				2														1	1	1	2	8		1	1	41	55	1	4	5529			600000	6	13	1
3755079151	3755079	1	5	1	60	13	2									1																																							6			400000	1		3		12												3		13	40		.	40			1	9		2				1								1		2	1	72	1		2					0	2		11				2				1	1	2	1	2	2	2	1	1	1	2		2	2	2	2	2	2	8		2	1	95	45	1	4	4530			400000	6	13	1
3755079191	3755079	1	9	1	60	13	2									420																																							6			300000	1		3		12												3		13	30	2		30			1	1		2				1								1		2	2				2						2		2				2				2														1	1	1	2	8		1	1	85	52	1	4	5272			300000	6	13	1
37550791101	3755079	1	10	1	60	13	2									120																																							6			600000	1		3		12												3		13	50		.	50			1	4		2				1								1		2	1	36	4		2					0	2		2				2				2														1	1	1	2	8		1	1	36	60	1	4	6021			600000	6	13	1
3755082111	3755082	1	1	1	60	13	1	2	1		1	1	2	1	1	36		2		900000	2			2		2		2		2		74000				2		1	2		2	2	2			1		450000		900000	2	2	1	2		.						.	12			2	2				2						13	48		.	40	3		5	7		1	1	1	6	1	1									1	1	18	1		2					0	1		1				2				2														1	1	1	2	8		1	1	59	92	1	1	9242			900000	6	13	1
3755082121	3755082	1	2	1	60	13	1	2	2	12	1	1	2	1	1	24		2		800000	2			2		2		2		2		74000				2		1	2		2	2	2			1		400000		800000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	9	1	1									1	1	24	1		2					4	1		1				2				2														1	1	1	2	8		1	1	45	50	1	1	5051			800000	6	13	1
3755083111	3755083	1	1	1	60	13	2									96																																							6			1000000	1		3		12												3		13	40		.	40			1	1		2				1								1		2	1	60	4		2					0	2		2				2				2														1	1	1	2	8		1	1	41	52	1	4	5234			1000000	6	13	1
3755084121	3755084	1	2	1	60	13	2									72																																							6			1200000	1		3		12												3		13	40		.	40			1	4		2				1								1		2	1	24	1		2					0	2		1				2				2														1	1	1	2	8		1	1	98	60	1	4	6031			1200000	6	13	1
3755086121	3755086	1	2	1	60	13	1	2	2	5	2	1	2	1	1	36		3		2500000	2			2		2		1	130000	2								2	2		2	2	2			1		1250000		2500000	2	2	1	2		.						.	12	1		2	2				2						13	48		.	48			9	7		1	1	1	12	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	8		1	1	3	11	1	1	1120	4530	45	2500000	6	13	1
3755087111	3755087	1	1	1	60	13	1	1			1	2	2	2	2	48		1		500000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	40		.	40			3	7		2				1								1		2	1	36	4		2					0	2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	8		1	1	33	22	1	1	2220			500000	6	13	1
3755087121	3755087	1	2	1	60	13	2									72																																							6			1000000	1		3		12												3		13	50		.	50			1	4		2				1								1		2	1	60	4		2					0	2		10				2				2														1	1	1	2	8		1	1	98	60	1	4	6031			1000000	6	13	1
3755088121	3755088	1	2	1	60	13	1	2	1		1	1	2	1	1	204		2		2500000	2			2		2		2		2								2	2		2	2	2			1		1250000		2500000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			7	7		1	1	1	26	1	1									1	1	108	1		2					0	1		1				2				2														1	1	1	2	8		1	1	12	50	1	1	5011			2500000	6	13	1
3755089131	3755089	1	3	1	60	13	1	2	1		1	1	2	1	1	36		2		1600000	2			2		2		2		2								2	2		2	2	2			1		800000		1600000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	10	1	1									1	1	42	1		2					0	1		1				2				2														1	1	1	2	8		1	1	13	80	1	1	8060			1600000	6	13	1
3755089141	3755089	1	4	1	60	13	1	2	1		1	1	1	1	1	96		5		2300000	2			2		2		2		2								2	2		2	2	2			1		1150000	2300000	1150000	2	1	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	8	1	1									1	1	24	4		2					0	1		1				2				2														1	1	1	2	8		1	1	8	75	1	2	7523			2300000	6	13	1
3755089151	3755089	1	5	1	60	13	1	2	1		1	1	2	1	1	1		2		900000	2			2		2		2		2		74000				2		1	2		2	2	2			2					2	2	2	2		.						.	6			2	2				2						13	48		.	48			9	7		1	1	1	7	1	1									1	1	12	1		2					6	1		1				2				2														1	1	1	2	8		1	1	44	65	1	1	6512			900000	6	13	1
3755091111	3755091	1	1	1	60	13	1	2	1		1	1	2	1	2	12		2		644000	2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			7	7		1	1	1	8	1								1		1	1	24	1		2					0	2		1				2				2														1	1	1	2	3		1	1	45	15	1	1	1530			644000	6	13	1
3755092111	3755092	1	1	1	60	13	1	2	1		1	1	2	1	2	120		2			2			2		2		2		2		98				2		1	2		2	2	1	98	2	2				98	2	2	1	2		.						.	12			2	2				2						13	60		.	60			6	7		1	1	1	10	1						1				1	2				2						2		1				2				2														1	1	1	2	3		1	1	39	55	1	1	5529				6	13	1
3755092121	3755092	1	2	1	60	13	1	2	1		1	1	2	1	2	12		2		850000	2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			7	7		1	1	1	6	1								1		1	1	48	1		2					2	2		1				2				2														1	1	1	2	3		1	1	3	51	1	1	5139			850000	6	13	1
3755094111	3755094	1	1	1	60	13	1	2	1		1	1	1	1	1	360		1			2			2		2		2		2		98				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						13	36	2		36			6	7		1	2	1	30	1	1									1	2				2						2		1				2				2														1	1	1	2	4		1	1	13	80	1	2	8044				6	13	1
3755094121	3755094	1	2	1	60	13	1	2	1		1	1	1	1	1	240		1			2			2		2		2		2		98				2		1	2		2	2	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						13	36	2		36			6	7		1	1	1	20	1	1									1	2				2						2		1				2				2														1	1	1	2	4		1	1	13	80	1	2	8042				6	13	1
3755095111	3755095	1	1	1	60	13	2									24																																							7		1	1800000	1		3		12											2015	1	1	13	60		.	60			2	7		2				1			1							2	1	48	1		2					0	2		3				2				2														1	1	1	2	2		1	1	41	52	1	4	5233			1800000	6	13	1
3755095121	3755095	1	2	1	60	13	1	2	1		1	1	2	1	2	168		2			2			2		2		2		2		98				2		1	2		2	2	2			2	98			98	1	2	1	2		.						.	12			2	2				2						13	40		.	40			6	7		1	1	1	17	1			1							1	1	36	1		2					0	2		1				2				2														1	2	1	2	2		1	1	44	52	1	1	5222				6	13	1
3755096111	3755096	1	1	1	60	13	1	2	1		1	1	1	1	1	120		5			2			2		2		2		2		98				2		1	2		2	2	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						13	30	2		30			7	7		1	2	1	12	1	1									1	1	24	1		1	30	1			0	2		1	4	7	13	2				2														1	1	1	2	2		1	1	13	80	1	2	8050				6	13	1
3755097111	3755097	1	1	1	60	13	1	2	1		1	1	2	1	2	48		2		950000	2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			6	7		1	1	1	8	1								1		1	1	12	1		2					0	2		1				2				2														1	1	1	2	3		1	1	21	52	1	1	5244			950000	6	13	1
3755097131	3755097	1	3	1	60	13	1	2	1		1	1	2	1	2	48		2		644000	2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			7	7		1	1	1	7	1								1		1	1	12	1		2					0	2		1				2				2														1	1	1	2	3		1	1	9	64	1	1	6421			644000	6	13	1
3755098111	3755098	1	1	1	60	13	1	2	2	4	1	1	2	2	2	84																																							1				1		3		12												3		13	40		.	40			8	7		1	2	1	7	1						1				1	2				2						2		1				2				2														1	1	1	2	3		1	1	32	75	1	4	7512				6	13	1
3755099111	3755099	1	1	1	60	13	1	2	1		1	1	2	1	2	240		1		2300000	2			2		2		2		2								2	2		2	2	2			2				1000000	2	2	1	2		.						.	12			2	2				2						13	50		.	50			3	1		1	1	1	20	1	1									1	2				2						2		1				2				2														1	1	1	2	4		1	1	13	80	1	1	8011			2300000	6	13	1
3755099121	3755099	1	2	1	60	13	1	1			1	1	2	2	2	240		1		500000	2			1		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	60		.	60			1	1		1	1	1	1	1								1		2	2				2						2		1				2				2														1	1	1	2	3		1	1	54	95	1	3	9500			500000	6	13	1
3755100111	3755100	1	1	1	60	13	1	2	1		1	1	2	1	2	180		2		1200000	2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	60		.	60			7	7		1	1	1	15	1								1		1	1	60	1		2					0	2		1				2				2														1	1	1	2	3		1	1	59	74	1	1	7421			1200000	6	13	1
3755100121	3755100	1	2	1	60	13	1	2	1		1	1	2	1	2	56		2		644000	2			2		2		2		2		73000				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	50		.	50			9	7		1	2	1	1	1								1		1	1	0	4		1	20	4		50000	48	2		1	1	1	13	2				2														1	1	1	2	3		1	1	54	85	1	1	8532			694000	6	13	1
3755100131	3755100	1	3	1	60	13	2									36																																							6			700000	1		3		12												3		13	60		.	60			1	4		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	98	60	1	4	6031			700000	6	13	1
3755100151	3755100	1	5	1	60	13	2									12																																								.						.	12														13	20	2		20			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	38	64	1	6	6421				6	13	1
3755101111	3755101	1	1	1	60	13	2									12																																							6			600000	1		3		12												3		13	50		.	50			1	4		2				1								1		2	1	36	4		2					0	2		2				2				2														1	1	1	2	3		1	1	98	60	1	4	6031			600000	6	13	1
3755101151	3755101	1	5	1	60	13	2									4																																							6			400000	1		3		7												3		13	36	2		36			1	2		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	2	1	2	2	2		1	1	2	2	1	2	3		2	1	55	74	1	4	7493			400000	6	13	1
3755102111	3755102	1	1	1	60	13	2									240																																							6			600000	1		3		12												3		13	40		.	40			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	79	18	1	4	1810			600000	6	13	1
3755102121	3755102	1	2	1	60	13	1	2	1		1	1	2	1	2	48		2			2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			6	7		1	1	1	4	1			1							1	2				2						2		1				2				2														1	1	1	2	3		1	1	19	85	1	1	8532				6	13	1
3755104111	3755104	1	1	1	60	13	2									240																																							6			500000	1		3		12												3		13	40		.	40			1	1		2				1								1		2	2				2						2		2				2				2														1	1	1	2	3		1	1	79	18	1	4	1810			500000	6	13	1
3755104121	3755104	1	2	1	60	13	1	1			1	1	2	2	2	1		1			2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	60		.	60			3	7		2				1								1		2	1	216	1		2					0	2		2				2				2														1	1	1	2	3		1	1	21	50	1	1	5020				6	13	1
3755104131	3755104	1	3	1	60	13	2									1																																							6				1		3		1												3		13	30	2		30			1	7		2				1								1		2	2				2						2		2				2				2														1	1	1	2	3		2	1	99	50	1	4	5020				6	13	1
3755105111	3755105	1	1	1	60	13	1	2	1		1	1	2	1	2	144		2		1000000	2			2		2		1	98	2								2	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			7	7		1	1	1	12	1								1		1	1	24	4		2					0	2		1				2				2														1	1	1	2	3		1	1	3	63	1	1	6320			1000000	6	13	1
3755105121	3755105	1	2	1	60	13	2									4																																							6			30000	1		3		4												3		13	36	2		36			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	41	52	1	4	5219			30000	6	13	1
3755106111	3755106	1	1	1	60	13	1	2	2	6	1	2	2	1	2	4		1		700000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	4			2	2				2						13	60		.	60			8	9		1	1	1	2	1	1									1	1	4	1		2					8	2		1				2				1	1	2	1	1	1	2	2	1	1	2		2	1	2	2	2	2	1		2	2	95	45	1	1	4530			700000	6	13	1
3755107111	3755107	1	1	1	60	13	1	2	1		1	1	2	1	2	24		2		644000	1	98	2	2		2		1	98	2								2	2		2	2	2			2				98	2	2	1	1									12		8	2	2				2						13	40		.	48			7	7		1	1	1	8	1								1		1	1	24	1		2					24	2		1				1	10	2	1	2														1	1	1	2	3		1	1	58	74	1	1	7492			644000	6	13	1
3755109111	3755109	1	1	1	60	13	1	2	1		1	1	2	1	2	312		2		950000	2			2		2		2		2		98				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			7	7		1	1	1	26	1	1									1	2				2						2		1				2				2														1	1	1	2	4		1	1	55	65	1	1	6511			950000	6	13	1
3755109131	3755109	1	3	1	60	13	1	2	1		1	1	2	1	2	7		2		644000	2			2		2		2		2		98				2		1	2		2	2	2			2					2	2	2	2		.						.	7			2	2				2						13	40		.	40			8	7		1	1	1	0	1								1		1	2				2						2		1				2				2														1	1	1	2	3		1	1	87	74	1	1	7421			644000	6	13	1
3755110111	3755110	1	1	1	60	13	2									160																																							7		1		1		3		12											2015	1	1	13	50		.	50			3	7		2				1						1				2	2				2						2		3				2				2														1	1	1	2	3		1	1	41	50	1	5	5020				6	13	1
3755110121	3755110	1	2	1	60	13	2									120																																							7		1		1		3		12											2015	3	1	13	50		.	50			2	7		1	1	2	1	1								1		2	2				2						2		1				2				2														1	1	1	2	3		1	1	41	52	1	5	5239				6	13	1
3755111111	3755111	1	1	1	60	13	2									5																																							6			400000	1		3		10												3		13	36	1		36			1	2		1	1	2	3	1								1		2	1	36	1		2					2	2		1				1	10	1	1	1	1	1	1	2	1	2	2	2	2	2		1	1	2	2	2	2	3		2	2	13	80	1	4	8060			400000	6	13	1
3755431111	3755431	1	1	1	60	50	1	1			1	1	2	2	2	4		1		880000	2			2		2		1	70000	2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						50	48		.	48			2	9		2				1								1		2	1	12	1		2					0	2		2				2				2														1	1	1	2	8		2	1	95	45	1	1	4521			880000	6	50	1
3755432212	3755432	2	1	2	60	50	1	1			1	1	2	2	2	12		1		450000	2			1	192000	2		2		2		40000				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						50	48		.	48			1	2		2				1								1		2	1	12	1		2					1	2		2				2				2														1	2	1	2	3		1	1	54	95	1	3	9500			642000	6	50	1
3755432222	3755432	2	2	2	60	50	1	1			1	2	2	2	2	12		1		720000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						50	48		.	48			3	9		2				1								1		2	1	36	4		2					0	2		2				2				1	1	2	1	2	2	2	2	1	1	2		1	1	2	2	1	2	3		2	1	95	45	1	1	4521			720000	6	50	1
3755433111	3755433	1	1	1	60	50	2									420																																							6			650000	1		3		12												3		50	60		.	60			1	7		2				1								1		1	1	60	4		2					0	2		1				2				2														1	1	1	2	3		1	2	97	63	1	4	6310			650000	6	50	1
3755433121	3755433	1	2	1	60	50	2									24																																							7		2	600000	1		3		12												2		50	60		.	60			2	1		2				1								1		2	1	64	4		2					0	2		3				2				2														1	1	1	2	3		1	1	41	52	1	4	5219			600000	6	50	1
3755433131	3755433	1	3	1	60	50	2									180																																							6			800000	1		3		12												3		50	84		.	84			1	6		2				1								1		2	1	0	1		2					0	2		11				2				2														1	1	1	2	3		2	2	97	63	1	4	6310			800000	6	50	1
3755434111	3755434	1	1	1	60	50	2									240																																							6			1400000	1		3		12												3		50	54		.	54			2	9		2				1								1		2	1	144	8		2					0	2		3				2				2														1	2	1	2	3		1	1	95	45	1	5	4521			1400000	6	50	1
3755434121	3755434	1	2	1	60	50	1	1			1	1	1	1	1	180		1		650000	2			2		2		2		2								2	2		2	2	2			2			330000	330000	2	1	1	2		.						.	12			2	2				2						50	48		.	48			1	2		1	2	1	15	1	1									1	1	48	4		2					0	2		1				2				2														1	1	1	2	3		1	1	54	95	1	3	9500			650000	6	50	1
3755435111	3755435	1	1	1	60	50	1	1			1	2	2	2	2	12																																							2			700000	1		3		12												3		50	48		.	48			4	7		9														2	1	240	2		2					3	2		1				2				2														1	1	1	2	10	DE LA PENSION	1	1	84	51	1	4	5170			700000	6	50	1
3755444121	3755444	1	2	1	60	50	2									36																																							4			350000	1		1		12												3		50	30	2		30			1	6		2				1								1		2	2				2						2		2				2				2														2	2	2	2	8		2	2	45	52	1	4	5262			350000	6	50	1
3755445111	3755445	1	1	1	60	50	2									24																																							6			750000	1		1		12												3		50	48		.	35	6		1	2		2				1								1		2	1	180	8		2					2	2		2				2				2														2	2	2	2	5		2	1	95	45	1	4	4522			750000	6	50	1
3755445121	3755445	1	2	1	60	50	2									48																																							6			50000	1		1		12												3		50	25	2		25			1	1		2				1								1		2	1	60	8		2					4	2		2				2				2														2	2	2	2	3		2	1	79	52	1	4	5271			50000	6	50	1
3755446111	3755446	1	1	1	60	50	2									24																																							6			150000	1		3		12												3		50	25	2		25			1	1		2				1								1		2	1	120	1		2					0	2		3				2				2														1	2	1	2	5		2	1	79	18	1	4	1810			150000	6	50	1
3755446121	3755446	1	2	1	60	50	2									48																																							7		2		1		3		12												2		50	60		.	60			1	7		2				1								1		2	2				1	20	4				2		2	1	1	50	2				2														2	2	2	2	3		2	1	41	52	1	4	5244				6	50	1
3755446131	3755446	1	3	1	60	50	2									12																																							6			1200000	1		3		12												3		50	60		.	60			1	9		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		2	1	95	45	1	4	4559			1200000	6	50	1
3755446161	3755446	1	6	1	60	50	1	2	1		1	1	2	1	1	40		2		1250000	2			2		2		2		2			27000		2			2	1		2	2	2			2				1250000	2	2	1	2		.						.	12			1	2				2						50	48		.	48			9	7		1	1	1	6	1	1									1	1	24	1		2					2	1		1				2				2														1	1	1	2	1		1	2	44	65	1	1	6512			1250000	6	50	1
3755447111	3755447	1	1	1	60	50	1	2	1		1	1	1	1	1	152		5		2198000	2			2		2		2		2			30000		1			2	1		2	2	2			1		2198000	2198000	2198000	2	1	1	2		.						.	12			1	2			240000	1	1					50	84		.	84			9	6		1	3	1	13	1	1									1	1	12	1		2					12	1		1				2				2														1	1	1	2	1		1	2	58	75	1	2	7524			2198000	6	50	1
3755447121	3755447	1	2	1	60	50	1	2	2	3	1	1	2	1	1	15		1		650000	2			2		2		2		2		74000				2		1	2		2	2	2			2				616500	2	2	1	2		.						.	12			2	2				2						50	48		.	48			9	7		1	1	1	2	1				1						2	1	24	4		1	25	4		400000	0	1		1	1	7	50	2				2														1	1	1	2	1		1	2	39	65	1	1	6596			1050000	6	50	1
3755448111	3755448	1	1	1	60	50	1	2	2	6	2	1	2	1	1	0		2		350000	2			2		2		2		2		74000	75000		2	2		1	1		2	2	2			2				200000	2	2	1	2		.						.	12	4		1	2		EMPRESA DE SEGURIDAD PRIVADA		2						50	60		.	60			4	7		1	1	1	7	1								1		1	1	7	1		2					1	1		1				2				2														1	1	2	2	2		1	2	58	70	1	1	7020	7492	74	350000	6	50	1
3755449111	3755449	1	1	1	60	50	1	2	1		1	1	2	1	1	24		1		1200000	2			1	320000	2		2		2		200000	50000		2	2		1	1		2	2	2			2				1200000	2	2	1	2		.						.	12			2	2				2						50	50		.	50			1	2		1	1	1	6	1								1		1	1	48	3		2					0	1		1				2				2														1	1	1	2	1		1	2	54	95	1	3	9500			1520000	6	50	1
