idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	empleado
3754939111	3754939	1	1	1	60	13	1	2	1		1	1	2	1	2	84		2		644350	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	1			2	2				2						13	48		.	0	1		6	7		1	1	1	10	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	3		1	1	84	50	1	1	5020			644350	6	13	1
3754939141	3754939	1	4	1	60	13	2									12																																							6			800000	1		3		12												3		13	54		.	54			1	4		2				1								1		2	1	1	1		2					0	2		3				2				1	1	2	1	2	2	2	2	1	1	2		2	1	2	2	2	2	3		1	1	98	60	1	4	6031			800000	6	13	1
3754940111	3754940	1	1	1	60	13	1	2	1		1	1	2	1	1	24		2		800000	2			2		2		2		2		74000	23000		2	2		1	1		2	2	1	98	2	2				900000	2	2	1	2		.						.	12			2	2				2						13	48		.	40	2		9	5		1	1	1	3	1	1									1	1	12	1		2					0	1		1				2				2														1	1	1	2	8		1	1	33	63	1	1	6340			800000	6	13	1
3754940121	3754940	1	2	1	60	13	1	1			1	1	2	1	1	1		1		644350	2			2		2		2		2		74000				2		1	2		2	2	1	98	2	2					2	2	2	2		.						.	1			2	2				2						13	48		.	48			6	5		1	1	1	0	1	1									1	1	14	1		2					0	1		1				2				2														1	2	1	2	3		1	1	45	52	1	1	5235			644350	6	13	1
3754941111	3754941	1	1	1	60	13	2									96																																							6			500000	1		3		12												3		13	35	2		10	6		1	6		1	1	2	3	1	1									2	1	2	1		2					6	1		1				2				2														1	1	1	2	3		1	1	59	93	1	4	9309			500000	6	13	1
3754941121	3754941	1	2	1	60	13	1	2	1		2	1	2	1	1	8		3		1800000	2			1	300000	2		1	320000	2								2	2		2	2	1	750000	2	2				98	2	2	1	2		.						.	12	4		2	2		CBI		2						13	48		.	48			9	9		1	1	1	19	1	1									1	1	84	1		2					0	1		1				2				2														1	1	1	2	5		1	1	58	11	1	1	1110	7421	74	2100000	6	13	1
3755008111	3755008	1	1	1	60	13	1	2	2	12	1	2	2	2	2	72																																							1				1		3		12												3		13	48		.	48			7	7		2				1								1		2	1	36	4		2					0	2		3				2				1	1	1	1	1	2	2	2	2	2	2		1	1	1	2	1	2	8		1	1	2	45	1	4	4521				6	13	1
3755008121	3755008	1	2	1	60	13	2									98																																							7		1		1		3		12											2015	2	1	13	40		.	40			3	7		2				1								1		2	2				2						1		1				2				2														1	2	1	2	3		1	1	13	80	1	5	8041				6	13	1
3755009111	3755009	1	1	1	60	13	1	2	1		1	1	1	1	1	84		2			1	98	2	1		2		2		1	98						2	2	2	98	2	1	2			1	98	98	98	98	1	1	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	7	1	1									1	1	24	1		2					0	2		1				2				2														1	1	1	2	2		1	1	97	11	1	1	1110				6	13	1
3755009121	3755009	1	2	1	60	13	1	2	1		1	1	1	1	1	180		2			2			2		2		2		2		98				2		1	2		2	2	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	11	1	1									1	2				2						2		3				2				2														1	1	1	2	1		1	1	44	65	1	1	6512				6	13	1
3755010121	3755010	1	2	1	60	13	2									36																																							6			180000	1		3		12												3		13	30	2		30			1	1		2				1								1		2	2				2						2		3				2				2														1	2	1	2	3		1	1	79	52	1	4	5271			180000	6	13	1
3755010131	3755010	1	3	1	60	13	1	2	2	12	2	1	1	1	1	6		3		644350	2			2		2		2		2		70500				2		1	2		2	2	2			2					2	2	2	2		.						.	12	1		2	2				2						13	48		.	48			8	7		1	1	1	0	1	1									1	1	8	1		2					0	2		1				2				2														1	1	1	2	1		1	1	39	15	1	1	1589	7491	74	644350	6	13	1
3755010141	3755010	1	4	1	60	13	1	2	2	6	2	1	1	1	1	0		3		644350	2			2		2		2		2		70500				2		1	2		2	2	2			2					2	2	2	2		.						.	1	1		2	2				2						13	48		.	48			8	7		1	1	1	0	1	1									1	2				2						2		1				2				2														1	1	1	2	3		1	1	7	11	1	1	1110	7491	74	644350	6	13	1
3755011111	3755011	1	1	1	60	13	1	2	1		2	1	1	1	1	36		1		644350	2			2		2		2		2		70500				2		1	2		2	2	2			2			322115	322115	2	1	1	2		.						.	12	1		2	2				2						13	48		.	48			2	7		1	1	1	18	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	1		1	1	58	70	1	1	7020	7491	74	644350	6	13	1
3755011121	3755011	1	2	1	60	13	1	2	2	12	2	1	1	1	1	36		3		710000	2			2		2		2		2		70500				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12	1		2	2				2						13	48		.	48			9	7		1	1	1	10	1	1									1	1	48	1		2					0	2		1				2				2														1	1	1	2	1		1	1	53	85	1	1	8511	7491	74	710000	6	13	1
3755013111	3755013	1	1	1	60	13	2									240																																							6			1200000	1		3		12												3		13	48		.	48			1	4		1	1	2	25	1	1									2	2				2						2		1				2				2														1	1	1	2	2		1	1	98	60	1	4	6031			1200000	6	13	1
3755013121	3755013	1	2	1	60	13	1	2	1		1	1	1	1	1	264		1		700000	2			2		2		2		2		70500				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						13	40		.	40			5	7		1	2	1	21	1	1									1	2				2						2		1				2				2														1	1	1	2	2		1	1	57	93	1	1	9302			700000	6	13	1
3755014111	3755014	1	1	1	60	13	1	2	2	12	1	1	1	1	1	84		1			2			2		2		2		2								2	2		2	2	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	14	1	1									1	1	60	1		2					0	2		1				2				2														1	1	1	2	2		1	1	2	28	1	1	2812				6	13	1
3755021111	3755021	1	1	1	60	13	2									60																																							6			1100000	1		3		12												3		13	40		.	40			1	2		2				1								1		2	1	36	4		2					0	2		1				2				2														1	1	1	2	2		1	1	95	45	1	4	4521			1100000	6	13	1
3755022111	3755022	1	1	1	60	13	1	1			1	1	1	1	1	98		1			2			2		2		2		2								2	2		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			5	7		2				1	1									1	1	120	1		2					0	2		1				2				2														1	1	1	2	2		1	1	39	52	1	1	5241				6	13	1
3755023111	3755023	1	1	1	60	13	2									24																																							5				1		3		12												3		13	30	2		30			1	5		2				1						1				2	2				2						2		2				2				1	1	1	1	2	1	2	2	2	2	2		2	1	2	2	1	2	3		2	1	45	52	1	4	5261				6	13	1
3755023121	3755023	1	2	1	60	13	2									12																																							6				1		3		12												3		13	48		.	48			1	4		1	1	2	24	1	1									1	1	240	4		2					1	2		1				2				2														1	1	1	2	2		1	1	98	60	1	4	6021				6	13	1
3755023212	3755023	2	1	2	60	13	1	2	1		1	1	1	1	1	36		2		644350	2			2		2		2		2		70500				2		1	2		2	2	2			2			322175	322175	2	1	1	2		.						.	12			2	2				2						13	48		.	48			5	7		1	2	1	7	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	1		1	1	83	28	1	1	2811			644350	6	13	1
3755024111	3755024	1	1	1	60	13	2									12																																							1			1200000	1		3		12												3		13	48		.	48			1	7		2				1			1							2	1	42	1		2					0	2		1				2				2														1	1	1	2	2		1	1	3	22	1	4	2231			1200000	6	13	1
3755024121	3755024	1	2	1	60	13	2									192																																							6			700000	1		3		12												3		13	36	2		36			1	7		2				1			1							2	1	24	1		2					0	2		3				2				2														1	1	1	2	3		1	1	39	72	1	4	7230			700000	6	13	1
3755025121	3755025	1	2	1	60	13	1	1			1	1	2	2	2	12		1		730000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	48		.	48			3	7		2				1								1		2	1	60	1		2					0	2		5				2				2														1	1	1	2	3		1	1	45	52	1	1	5241			730000	6	13	1
3755025131	3755025	1	3	1	60	13	1	1			1	1	2	2	2	2		1		500000	2			1	160000	2		2		2		96000				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	40		.	40			1	2		2				1								1		2	1	10	4		2					0	2		2				2				1	1	2	1	2	1	1	2	1	2	2		2	2	1	2	1	2	3		1	1	54	95	1	3	9500			660000	6	13	1
3755025141	3755025	1	4	1	60	13	1	2	2	12	1	1	1	1	1	252		2			2			2		2		2		2			98		2			2	1		2	2	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			8	7		1	2	2	21	1	1									1	2				2						2		1				2				2														1	1	1	2	2		1	1	32	75	1	2	7523				6	13	1
3755025151	3755025	1	5	1	60	13	2									96																																							6			1300000	1		3		12												3		13	70		.	70			1	4		1	2	2	22	1	1									2	1	84	1		2					0	2		3				2				2														1	1	1	1	2		1	1	98	60	1	4	6031			1300000	6	13	1
3755026111	3755026	1	1	1	60	13	2									12																																							5				1		3		12												3		13	30	2		30			1	2		2				1			1							2	1	10	4		2					0	2		2				2				2														1	1	1	2	3		1	1	45	52	1	4	5261				6	13	1
3755027111	3755027	1	1	1	60	13	2									228																																							7		1	6000000	1		3		12											2015	2	1	13	48		.	48			2	1		2				1			1							2	2				2						2		2				2				2														1	1	1	2	2		1	1	79	52	1	5	5272			6000000	6	13	1
3755028151	3755028	1	5	1	60	13	2									48																																							6				1		3		12												3		13	48		.	48			1	2		2				1								1		2	2				2						2		11				2				2														1	1	1	2	8		2	1	95	45	1	4	4521				6	13	1
3755029131	3755029	1	3	1	60	13	1	2	1		1	1	1	1	1	36		2			2			2		2		2		2		98				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			3	7		1	1	1	12	1	1									2	2				2						2		1				2				2														1	1	1	2	1		2	1	33	50	1	1	5020				6	13	1
3755029161	3755029	1	6	1	60	13	1	2	2	6	2	1	1	1	1	6		3			2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12	1		1	2				2						13	48		.	48			8	7		1	1	1	7	1	1									2	2				2						2		1				2				2														1	1	1	2	1		2	1	58	80	1	1	8044	7491	74		6	13	1
3755030111	3755030	1	1	1	60	13	1	2	1		1	1	1	1	1	300		3		3000000	2			2		2		2		2								2	2		2	2	2			2			1500000	1500000	2	1	1	2		.						.	12			1	2				2						13	48		.	48			7	7		1	2	1	25	1	1									1	2				2						2		1				2				2														1	1	1	2	2		1	1	58	75	1	2	7523			3000000	6	13	1
3755030121	3755030	1	2	1	60	13	2									240																																							7		1	2000000	1		3		12											2015	2	1	13	48		.	48			1	7		1	2	2	20	1	1									2	2				2						2		1				2				2														1	1	1	2	2		1	1	12	74	1	4	7411			2000000	6	13	1
3755031111	3755031	1	1	1	60	13	1	2	2	12	1	1	1	1	1	20		1		700000	2			2		2		2		2		350000				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			9	5		1	1	1	1	1	1									1	1	24	4		2					0	1		1				2				2														1	1	1	2	9		1	1	2	64	1	2	6421			700000	6	13	1
3755033111	3755033	1	1	1	60	13	2									240																																							6			800000	1		3		12												3		13	36	2		40			1	1		2				1								1		2	2				2						2		3				2				1	1	1	1	2	1	1	2	1	2	2		2	1	1	2	1	2	3		1	1	79	19	1	4	1939			800000	6	13	1
3755033141	3755033	1	4	1	60	13	1	2	1		1	1	1	1	1	180		2			2			2		2		2		2		98				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	23	1	1									1	2				2						2		1				2				2														1	1	1	2	1		1	1	32	36	1	1	3611				6	13	1
3755034111	3755034	1	1	1	60	13	1	2	1		1	1	1	1	1	8		1		644350	2			2		2		2		2		98				2		1	2		2	2	2			2			322175	322175	2	1	1	2		.						.	12			2	2				2						13	48		.	48			8	4		1	1	1	9	1	1									1	1	30	1		2					0	2		1				2				2														1	1	1	2	1		1	1	37	52	1	1	5231			644350	6	13	1
3755034121	3755034	1	2	1	60	13	1	2	1		1	1	1	1	1	60		2		900000	2			2		2		2		2		48000				2		1	2		2	2	2			2			400000	400000	2	1	1	1									12		98	2	2				2						13	72		.	72			5	7		1	1	3	7	1	1									1	1	24	1		2					0	2		1				2				2														1	1	1	2	1		1	1	44	63	1	1	6340			900000	6	13	1
3755035111	3755035	1	1	1	60	13	1	2	2	8	2	1	1	1	1	168		3		800000	2			2		2		2		1	300000	70500				2		1	2		2	2	2			2			98	98	2	1	1	2		.						.	12	1		2	2				2						13	48		.	48			9	5		1	1	1	14	1	1									1	1	48	4		2					0	2		1				2				2														1	1	2	2	1		1	1	3	64	1	1	6421	7491	74	800000	6	13	1
3755035121	3755035	1	2	1	60	13	2									12																																							5			260000	1		3		12												3		13	30	2		30			1	2		2				1						1				2	1	16	4		1	21	4		300000	0	2		3	1	2	13	2				2														1	1	1	2	2		1	1	45	52	1	4	5261			560000	6	13	1
3755036111	3755036	1	1	1	60	13	2									120																																							6				1		3		12												3		13	20	2		20			1	5		9														2	1	300	1		2					0	2		1				2				2														1	1	1	2	2		1	1	49	71	1	4	7130				6	13	1
3755038111	3755038	1	1	1	60	13	1	2	1		1	1	1	1	1	180		5			2			2		2		2		1	98							2	2		2	2	2			1		98	98	98	2	1	1	2		.						.	11			1	2				2						13	35	3	JORNADA ASIGNADA	35			9	7		1	3	1	18	1	1									1	2				2						2		1				2				2														1	1	1	2	1		1	1	13	80	1	2	8044				6	13	1
3755039111	3755039	1	1	1	60	13	1	2	1		1	1	2	1	1	12		1			2			2		2		2		2			98		2			2	1		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	40		.	40			9	7		1	1	1	8	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	1		1	1	7	85	1	1	8512				6	13	1
3755040111	3755040	1	1	1	60	13	2									72																																							6			1500000	1		3		12												3		13	30	2		30			1	5		2				1								1		2	1	48	1		2					0	2		3				2				2														1	1	1	2	5		1	1	41	52	1	4	5233			1500000	6	13	1
3755041111	3755041	1	1	1	60	13	1	2	1		1	1	2	1	1	72		2		1600000	2			2		2		1	98	2								2	9		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	2	1	16	1	1									1	1	120	1		2					0	9		1				2				2														1	1	1	2	1		1	1	84	28	1	1	2811			1600000	6	13	1
3755042111	3755042	1	1	1	60	13	1	2	1		1	1	2	1	1	60		2		1000000	2			2		2		2		2		74000	98		2	2		1	1		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	7	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	1		1	1	39	62	1	1	6211			1000000	6	13	1
3755042121	3755042	1	2	1	60	13	1	2	1		1	1	2	1	1	36		1		940000	2			2		2		2		2								2	2		2	2	2			2				470000	2	2	1	2		.						.	12			2	2				2						13	40		.	0	1		9	7		1	1	1	6	1	1									1	1	7	1		2					0	1		1				2				1	1	2	1	2	2	2	2	2	2	2		2	9	1	2	1	2	3		2	1	39	85	1	1	8512			940000	6	13	1
3755044121	3755044	1	2	1	60	13	1	2	2	12	1	1	2	2	2	11																																							1			200000	1		3		11												3		13	30	2		30			3	1		2				1								1		2	1	60	1		1	0	4			0	2		1	1	1	13	2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	5		2	1	21	70	1	4	7020			200000	6	13	1
3755045111	3755045	1	1	1	60	13	1	2	1		1	1	2	1	1	216		2		1600000	2			2		2		2		2								2	2		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						13	48		.	40	2		9	7		1	2	1	26	1	1									1	1	12	1		2					0	2		1				2				2														1	1	1	2	1		1	1	2	40	1	1	4010			1600000	6	13	1
3755045121	3755045	1	2	1	60	13	1	2	1		1	2	2	2	2	360																																							1				1		3		12												3		13	40		.	40			5	4		2				1								1		2	1	24	1		2					0	2		3				2				2														1	1	1	2	5		1	1	98	60	1	4	6041				6	13	1
3755045131	3755045	1	3	1	60	13	1	2	1		1	1	2	1	1	72		3		1700000	2			2		2		2		2								2	9		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	44		.	44			7	7		1	1	1	6	1	1									1	2				2						9		1				2				2														1	1	1	2	1		2	1	7	85	1	1	8511			1700000	6	13	1
3755045141	3755045	1	4	1	60	13	1	2	1		1	1	1	1	1	72		5			2			2		2		2		2			98		2			2	1		2	9	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						13	36	3	JORNADA ASIGNADA	36			9	7		1	2	1	6	1	1									1	2				2						2		1				2				2														1	1	1	2	5		1	1	13	80	1	2	8044				6	13	1
3755047121	3755047	1	2	1	60	13	1	2	2	12	1	2	2	1	2	14		1			2			1		2		2		2								2	2		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	48		.	48			6	7		1	1	1	10	1	1									1	1	60	4		2					6	2		1				2				1	1	2	1	2	2	1	2	2	2	2		2	1	2	2	1	2	5		2	2	53	55	1	1	5521				6	13	1
3755047161	3755047	1	6	1	60	13	2									120																																							6				1		3		12												3		13	30	1		30			1	1		2				1								1		2	1	6	1		2					2	2		10				1	12	1	1	1	1	2	1	2	2	2	2	2	2	2		1	1	2	2	2	2	8		2	1	41	50	1	4	5052				6	13	1
3755047171	3755047	1	7	1	60	13	2									36																																							1				1		3		12												3		13	32	1		24	2		1	1		2				1								1		2	2				2						2		10				1	16	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	2	2	5		2	1	12	74	1	4	7411				6	13	1
3755049111	3755049	1	1	1	60	13	2									240																																							6			800000	1		3		12												3		13	48		.	48			1	4		2				1								1		2	1	24	4		2					0	2		2				2				2														1	1	1	2	5		1	1	97	60	1	4	6041			800000	6	13	1
3755049121	3755049	1	2	1	60	13	1	1			1	1	2	2	2	12		1		240000	2			1		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						13	24	1		24			1	2		2				1								1		2	1	1	3		2					0	2		2				1	16	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	2	2	5		2	1	54	95	1	3	9500			240000	6	13	1
3755049131	3755049	1	3	1	60	13	2									120																																							6				1		3		12												3		13	40		.	40			1	4		2				1								1		2	2				2						2		2				2				2														1	2	1	2	5		1	1	97	60	1	4	6041				6	13	1
3755049141	3755049	1	4	1	60	13	2									144																																							6			300000	1		1		12												3		13	24	1		24			1	4		2				1								1		2	2				2						2		10				1	20	1	1	1	1	2	1	2	2	2	1	1	1	2		1	1	2	2	2	2	5		2	1	97	60	1	4	6041			300000	6	13	1
3755049151	3755049	1	5	1	60	13	2									12																																							6				1		1		12												3		13	20	1		0	6		1	1		2				1								1		2	2				2						2		2				1	20	1	1	2														1	1	2	2	3		2	1	57	93	1	4	9302				6	13	1
3755050111	3755050	1	1	1	60	13	1	1			1	1	2	2	2	5																																							1			600000	1		3		12												3		13	48		.	48			6	9		2				1								1		2	1	120	4		2					0	2		2				2				2														1	2	1	2	8		2	1	58	45	1	4	4521			600000	6	13	1
3755051111	3755051	1	1	1	60	13	2									360																																							6			700000	1		3		12												3		13	48		.	48			1	9		2				1								1		2	2				2						2		2				2				2														1	1	1	2	8		1	1	95	45	1	4	4521			700000	6	13	1
3755051121	3755051	1	2	1	60	13	2									120																																							6				1		3		12												3		13	30	2		30			1	1		2				1								1		2	1	84	4		2					0	2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	5		2	1	77	55	1	4	5529				6	13	1
3755053111	3755053	1	1	1	60	13	2									24																																							6			0	1		2		11												3		13	32	2		0	5		1	1		2				1								1		2	2				2						2		11				2				1	1	2	1	2	2	2	2	2	2	2		1	1	2	2	1	2	5		2	1	45	60	1	4	6041			0	6	13	1
3755053212	3755053	2	1	2	60	13	1	2	2	12	1	2	2	2	2	18																																							1			800000	1		2		12												3		13	48		.	40	2		7	9		2				1								1		2	1	48	4		2					0	2		1				2				1	1	2	1	2	1	2	2	2	2	2		1	1	2	2	1	2	5		2	1	83	45	1	4	4521			800000	6	13	1
3755053222	3755053	2	2	2	60	13	1	1			1	1	2	2	2	8		1		230000	2			1		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	8			2	2				2						13	48		.	48			1	2		2				1								1		2	1	12	3		2					4	2		2				2				1	1	2	1	2	2	2	2	2	2	2		2	2	2	2	1	2	5		2	1	54	95	1	3	9500			230000	6	13	1
3755054111	3755054	1	1	1	60	13	2									18																																							6			700000	1		3		12												3		13	40		.	40			1	4		2				1								1		2	1	12	1		2					4	2		3				2				2														1	2	1	2	8		1	1	98	60	1	4	6041			700000	6	13	1
3755055111	3755055	1	1	1	60	13	1	2	2	12	2	1	2	2	2	156		3		644350	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12	3		2	2				2						13	40		.	32	2		9	1		1	2	1	13	1	1									9	2				2						2		1				2				2														1	2	1	2	5		1	1	54	85	1	1	8532	8532	85	644350	6	13	1
3755056111	3755056	1	1	1	60	13	2									240																																							7		2		1		3		12												2		13	40		.	40			2	7		2				1						1				2	1	120	4		2					0	2		10				2				1	1	2	1	2	2	2	2	2	2	2		2	9	2	2	1	2	9		1	1	3	51	1	4	5170				6	13	1
3755056131	3755056	1	3	1	60	13	2									12																																								.						.	12														13	20	2		20			2	7		2				1								1		2	2				2						2		5				2				1	1	1	1	2	2	2	2	2	2	2		2	9	1	2	1	2	3		1	1	3	51	1	6	5170				6	13	1
3755057111	3755057	1	1	1	60	13	2									18																																							6				1		1		12												3		13	36	1		16	6		1	2		2				1								1		2	1	6	1		2					0	2		10				1	16	1	1	1	1	2	1	2	1	2	1	2	2	2		1	1	2	2	2	2	5		2	1	85	52	1	4	5272				6	13	1
3755057121	3755057	1	2	1	60	13	2									5																																							6			300000	1		3		5												3		13	40		.	40			1	2		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	1	2	5		2	1	55	74	1	4	7493			300000	6	13	1
3755060111	3755060	1	1	1	60	13	2									360																																							6			0	1		1		10												3		13	18	1		0	6		1	1		2				1						1				2	2				2						2		2				1	10	2	1	2														1	2	2	2	3		1	1	79	52	1	4	5271			0	6	13	1
3755061111	3755061	1	1	1	60	13	1	2	2	12	1	1	2	1	2	96		2		700000	1	98	2	2		2		2		2		74000	98		2	2		1	1		2	2	2			2				98	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	12	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	1		2	1	3	64	1	1	6421			700000	6	13	1
3755061121	3755061	1	2	1	60	13	2									5																																							6			220000	1		2		5												3		13	10	2		10			1	1		2				1								1		2	1	12	1		2					60	2		3				2				2														1	1	1	2	3		2	1	54	55	1	4	5519			220000	6	13	1
3755062121	3755062	1	2	1	60	13	2									108																																							6				1		3		12												3		13	40		.	40			1	9		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	1	1	2	2	2		1	1	2	2	1	2	5		2	1	95	26	1	4	2695				6	13	1
3755062131	3755062	1	3	1	60	13	2									120																																							6				1		3		12												3		13	24	1		24			1	2		2				1								1		2	2				2						2		2				1	20	2	1	1	1	2	1	2	2	2	2	2	2	2		2	9	2	2	2	2	5		2	1	57	93	1	4	9302				6	13	1
3755063111	3755063	1	1	1	60	13	2									120																																							7		1	650000	1		3		12											2015	2	1	13	60		.	60			2	1		2				1								1		2	2				2						2		1				2				2														1	1	2	2	5		1	1	41	52	1	4	5211			650000	6	13	1
3755063121	3755063	1	2	1	60	13	2									84																																								.						.	12														13	24	2		24			2	1		2				1								1		2	1	24	1		2					0	2		3				2				2														1	1	1	2	3		2	1	45	52	1	6	5211				6	13	1
3755064121	3755064	1	2	1	60	13	1	2	1		1	1	2	1	1	48		2		1500000	2			2		2		1	120000	2								2	2		2	2	2			1		750000		1500000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	16	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	8		1	1	97	63	1	1	6320			1500000	6	13	1
3755065111	3755065	1	1	1	60	13	2									300																																							6			1400000	1		3		12												3		13	50		.	50			1	4		2				1								1		2	1	144	4		2					0	2		2				2				2														1	1	1	2	8		1	1	98	60	1	4	6031			1400000	6	13	1
3755065121	3755065	1	2	1	60	13	2									60																																							6			800000	1		3		12												3		13	40		.	40			1	1		2				1								1		2	1	36	4		2					0	2		2				2				2														1	1	1	2	8		1	1	41	52	1	4	5223			800000	6	13	1
3755065131	3755065	1	3	1	60	13	2									24																																							6			700000	1		3		12												3		13	40		.	40			1	4		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	1	1	1	1	2		1	1	2	2	2	2	8		2	2	98	60	1	4	6031			700000	6	13	1
3755067121	3755067	1	2	1	60	13	1	2	2	12	2	1	2	1	1	24		3		2000000	2			2		2		1	98	2								2	2		2	2	2			1		1000000		2000000	2	2	1	2		.						.	12	1		2	2				2						13	48		.	48			9	7		1	1	1	8	1	1									1	1	6	4		2					0	1		1				2				2														1	1	1	2	8		1	1	95	11	1	1	1110	2811	28	2000000	6	13	1
3755068111	3755068	1	1	1	60	13	2									300																																							7		1	3500000	1		3		12											2015	2	1	13	48		.	48			3	7		2				1				1						2	1	24	1		2					0	2		2				2				2														1	1	1	2	8		1	1	3	72	1	5	7250			3500000	6	13	1
3755068121	3755068	1	2	1	60	13	2									300																																								.						.	12														13	40		.	40			3	7		2				1								1		2	2				2						2		2				2				2														1	1	1	2	8		1	1	32	72	1	6	7250				6	13	1
3755069111	3755069	1	1	1	60	13	1	2	1		1	1	2	1	1	60		2		900000	2			2		2		2		2		74000				2		1	2		2	2	2			1		450000		900000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			8	7		1	1	1	19	1	1									1	1	72	1		2					0	1		1				2				2														1	1	1	2	3		1	1	59	85	1	1	8511			900000	6	13	1
3755070111	3755070	1	1	1	60	13	1	2	1		1	1	2	1	1	30		2		4000000	2			2		2		2		2								2	2		2	2	2			1		2000000		4000000	2	2	1	2		.						.	12			2	2				2						13	48		.	48			9	7		1	1	1	9	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	2		1	1	33	11	1	1	1110			4000000	6	13	1
3755071111	3755071	1	1	1	60	13	1	2	1		1	1	1	1	1	480		5		4000000	2			2		2		2		2								2	2		2	2	2			1		2000000	4000000	2000000	2	1	1	2		.						.	12			2	2				2						13	40		.	40			9	7		1	1	1	40	1	1									1	2				2						1		1				2				2														1	1	1	2	1		1	1	13	80	1	2	8042			4000000	6	13	1
