idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	P6016	P6020	P6030	P6030s1	P6030s3	P6040	P6050	P6070	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210s1	P6220	Area	Esc	Mes	Dpto
3758901131	3758901	1	3	1	10	3	1	1	5	1992	23	3	6	1			3			2	1	1	1	4	7		5	7	6	5
3758902111	3758902	1	1	1	10	1	1	1	11	1980	34	1	3	1			1	1	40000	2	1	2		6	3	3	5	14	6	5
3758902121	3758902	1	2	1	10	2	2	1	12	1976	38	2	3	1			1	1	68000	2	1	1	1	6	6	3	5	17	6	5
3758902131	3758902	1	3	1	10	2	2	1	2	2006	9	3		1			1	5		2	1	1	1	3	3		5	3	6	5
3758903111	3758903	1	1	1	10	1	2	1	3	1973	42	1	3	1			1	1	34000	2	1	2		6	2	3	5	13	6	5
3758903121	3758903	1	2	1	10	2	1	1	1	1997	18	3	6	1			1	5		2	1	1	1	5	10	1	5	10	6	5
3758904111	3758904	1	1	1	10	1	2	1	4	1958	57	1	5	1			3			2	1	2		3	5		5	5	6	5
3758904121	3758904	1	2	1	10	2	2	1	11	1979	35	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758904131	3758904	1	3	1	10	3	2	1	3	1996	19	4	6	1			3			2	1	2		4	9		5	9	6	5
3758904141	3758904	1	4	1	10	4	2	1	12	1984	30	3	6	1			1	1	48000	2	1	1	2	6	5	3	5	16	6	5
3758904151	3758904	1	5	1	10	5	2	1	5	2007	8	4		1			1	5		2	1	1	1	3	2		5	2	6	5
3758904161	3758904	1	6	1	10	6	1	1	11	1992	22	3	6	1			1	1	70000	2	1	2		6	2	3	5	13	6	5
3758904171	3758904	1	7	1	10	7	1	1	8	1954	60	5	4	1			3			2	1	2		3	5		5	5	6	5
3758904181	3758904	1	8	1	10	8	1	1	6	1956	59	5	6	1			3			2	1	2		3	2		5	2	6	5
3758904212	3758904	2	1	2	10	1	2	1	5	1969	46	1	4	1			3			1	1	2		4	9		5	9	6	5
3758904222	3758904	2	2	2	10	2	1	1	2	1994	21	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758904232	3758904	2	3	2	10	3	2	1	6	1990	25	5	6	1			1	1	26000	2	1	2		6	1	3	5	12	6	5
3758904242	3758904	2	4	2	10	4	1	1	7	2008	6	3		1			1	5		2	2	1	1	2	0		5	0	6	5
3758904252	3758904	2	5	2	10	3	2	1	9	2012	2	4		1			1	5		2							5		6	5
3758905111	3758905	1	1	1	10	1	2	1	10	1964	50	1	5	1			1	5		2	1	2		5	11	2	5	11	6	5
3758905121	3758905	1	2	1	10	2	1	1	12	1986	28	3	6	1			3			2	1	2		6	3	2	5	14	6	5
3758906111	3758906	1	1	1	10	1	2	1	4	1955	60	1	6	1			1	2	114000	2	1	2		5	10	1	5	10	6	5
3758906121	3758906	1	2	1	10	2	2	1	5	1963	52	5	6	1			3			2	2	2		3	1		5	1	6	5
3758906212	3758906	2	1	2	10	2	1	1	9	1963	51	1	3	1			3			2	1	2		3	3		5	3	6	5
3758906222	3758906	2	2	2	10	2	2	1	7	1959	55	2	3	1			1	2	77322	2	1	2		3	5		5	5	6	5
3758907111	3758907	1	1	1	10	1	2	1	8	1951	63	1	5	1			1	2	77322	2	1	2		5	11	2	5	11	6	5
3758907121	3758907	1	2	1	10	2	1	1	12	1990	24	3	6	1			3			2	1	2		6	2	3	5	13	6	5
3758907131	3758907	1	3	1	10	3	1	1	1	1940	75	9	4	1			3			2	1	2		3	5		5	5	6	5
3758908111	3758908	1	1	1	10	1	1	1	9	1956	58	1	4	1			3			2	1	2		4	6		5	6	6	5
3758909111	3758909	1	1	1	10	1	1	1	1	1974	41	1	3	1			1	3	87322	2	1	2		6	2	3	5	13	6	5
3758909121	3758909	1	2	1	10	2	2	1	10	1975	39	2	3	1			1	1	48000	2	1	2		6	2	3	5	13	6	5
3758909131	3758909	1	3	1	10	3	1	1	9	1994	20	3	6	2	1	2				2	1	2		5	11	2	5	11	6	5
3758909141	3758909	1	4	1	10	4	2	1	5	1998	17	3	6	1			1	5		2	1	1	1	5	10	1	5	10	6	5
3758910111	3758910	1	1	1	10	1	1	1	7	1971	43	1	3	1			1	3	63000	2	1	1	2	6	2	3	5	13	6	5
3758911111	3758911	1	1	1	10	1	2	1	4	1971	44	1	4	1			1	1	24350	2	1	2		3	5		5	5	6	5
3758911121	3758911	1	2	1	10	2	2	1	8	1994	20	3	6	1			3			2	1	2		3	5		5	5	6	5
3758912111	3758912	1	1	1	10	1	1	1	6	1962	53	1	3	1			3			2	1	2		3	5		5	5	6	5
3758912121	3758912	1	2	1	10	2	2	1	8	1972	42	2	3	1			3			2	1	2		3	4		5	4	6	5
3758912131	3758912	1	3	1	10	3	2	1	9	1990	24	3	6	1			1	5		2	1	1	1	6	0	2	5	11	6	5
3758912141	3758912	1	4	1	10	4	2	1	4	1997	18	3	6	1			3			2	1	1	1	6	1	2	5	12	6	5
3758913111	3758913	1	1	1	10	1	1	1	5	1951	64	1	3	1			1	2	127400	2	1	2		5	11	2	5	11	6	5
3758913121	3758913	1	2	1	10	2	2	1	12	1951	63	2	3	1			1	5		2	1	2		3	5		5	5	6	5
3758913212	3758913	2	1	2	10	1	1	1	4	1981	34	1	3	1			1	5		2	1	2		6	2	3	5	13	6	5
3758913222	3758913	2	2	2	10	2	2	1	8	1983	31	2	3	1			1	1	72000	2	1	2		6	6	3	5	17	6	5
3758913232	3758913	2	3	2	10	2	1	1	10	2003	11	3	6	1			1	5		2	1	1	1	4	0		5	5	6	5
3758913242	3758913	2	4	2	10	2	1	1	5	2015	0	3		1			1	5		2							5		6	5
3758914111	3758914	1	1	1	10	1	1	1	5	1985	30	1	6	1			1	1	27800	2	1	2		5	11	2	5	11	6	5
3758914121	3758914	1	2	1	10	2	1	1	3	1982	33	9	6	1			1	1	24350	2	1	2		5	11	2	5	11	6	5
3758914131	3758914	1	3	1	10	3	1	1	4	1987	28	9	6	1			1	1	24350	2	1	2		6	5	3	5	16	6	5
3758915111	3758915	1	1	1	10	1	2	1	1	1960	55	1	4	1			1	1	64000	2	1	1	2	6	3	3	5	14	6	5
3758915121	3758915	1	2	1	10	2	2	1	6	1987	28	3	6	1			1	1	180000	2	1	2		6	5	4	5	16	6	5
3758918111	3758918	1	1	1	10	1	1	1	8	1963	51	1	3	1			1	1	96400	2	1	2		6	2	3	5	13	6	5
3758918121	3758918	1	2	1	10	2	2	1	3	1970	45	2	3	1			1	1	40000	2	1	2		6	2	3	5	13	6	5
3758918131	3758918	1	3	1	10	2	1	1	10	2002	12	3	6	1			1	5		2	1	1	2	4	6		5	6	6	5
3758919111	3758919	1	1	1	10	1	1	1	12	1952	62	1	3	1			1	2	136000	2	1	2		3	5		5	5	6	5
3758919121	3758919	1	2	1	10	2	2	1	12	1958	56	2	3	1			1	5		2	1	2		5	11	2	5	11	6	5
3758919131	3758919	1	3	1	10	3	2	1	5	1980	35	3	6	1			1	1	98000	2	1	2		6	5	4	5	16	6	5
3758919141	3758919	1	4	1	10	4	1	1	6	1989	26	3	6	1			1	1	30000	2	1	2		5	11	2	5	11	6	5
3758920111	3758920	1	1	1	10	1	2	1	1	1947	68	1	5	1			1	5		2	1	2		3	5		5	5	6	5
3758920121	3758920	1	2	1	10	2	2	1	9	1972	42	3	6	1			3			2	1	2		6	1	3	5	12	6	5
3758920131	3758920	1	3	1	10	3	1	1	5	1978	37	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758921111	3758921	1	1	1	10	1	1	1	11	1964	50	1	2	1			1	1	28000	2	1	2		5	11	2	5	11	6	5
3758921121	3758921	1	2	1	10	2	2	1	11	1965	49	2	2	1			1	3	87500	2	1	2		6	5	3	5	16	6	5
3758922111	3758922	1	1	1	10	1	1	1	4	1979	36	1	6	1			1	1	24350	2	1	2		6	5	4	5	16	6	5
3758923111	3758923	1	1	1	10	1	1	1	5	1972	43	1	3	1			1	1	44160	2	1	2		5	11	2	5	11	6	5
3758923121	3758923	1	2	1	10	2	2	1	3	1982	33	2	3	1			1	1	24350	2	1	2		4	8		5	8	6	5
3758923131	3758923	1	3	1	10	3	1	1	9	1998	16	3	6	1			1	5		2	1	1	1	5	10	1	5	10	6	5
3758923141	3758923	1	4	1	10	4	1	1	8	2001	13	3	6	1			1	5		2	1	1	1	4	7		5	7	6	5
3758924111	3758924	1	1	1	10	1	2	1	7	1955	59	1	6	1			1	5		2	1	2		3	1		5	1	6	5
3758925111	3758925	1	1	1	10	1	1	1	9	1928	86	1	5	1			3			2	1	2		4	9		5	9	6	5
3758926111	3758926	1	1	1	10	1	1	1	3	1991	24	1	2	1			1	1	25800	2	1	1	1	6	1	2	5	12	6	5
3758926121	3758926	1	2	1	10	2	2	1	6	1991	23	2	2	1			1	5		2	1	2		6	2	3	5	13	6	5
3758926131	3758926	1	3	1	10	2	2	1	1	2012	3	3		1			1	5		2	2	1	2	2	0		5	0	6	5
3758927111	3758927	1	1	1	10	1	2	1	5	1968	47	1	2	1			1	5		2	1	2		5	11	2	5	11	6	5
3758927121	3758927	1	2	1	10	2	1	1	6	1963	52	2	2	1			3			2	1	2		4	8		5	8	6	5
3758927131	3758927	1	3	1	10	3	1	1	5	2001	14	3	6	1			3			2	1	1	1	4	7		5	7	6	5
3758928111	3758928	1	1	1	10	1	1	1	4	1978	37	1	2	1			1	5		2	1	2		6	4	3	5	15	6	5
3758928121	3758928	1	2	1	10	2	2	1	11	1983	31	2	2	1			1	1	25800	2	1	2		6	3	3	5	14	6	5
3758928131	3758928	1	3	1	10	2	2	1	5	2014	1	3		1			1	5		2							5		6	5
3758929111	3758929	1	1	1	10	1	2	1	1	1931	84	1	5	1			1	2	74075	2	1	2		3	5		5	5	6	5
3758929121	3758929	1	2	1	10	2	1	1	10	1962	52	3	4	1			1	1	98	2	1	2		5	11	2	5	11	6	5
3758929131	3758929	1	3	1	10	3	1	1	10	1963	51	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758929141	3758929	1	4	1	10	4	2	1	5	1969	46	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758929151	3758929	1	5	1	10	4	1	1	7	2008	6	4		1			1	5		2	1	1	1	3	0		5	0	6	5
3758930111	3758930	1	1	1	10	1	2	1	1	1986	29	1	2	1			1	1	32000	2	1	2		6	1	3	5	12	6	5
3758930121	3758930	1	2	1	10	2	1	1	11	1985	29	2	2	1			1	3	90000	2	1	2		5	11	2	5	11	6	5
3758930131	3758930	1	3	1	10	3	2	1	1	1993	22	5	6	1			1	5		2	1	2		6	1	3	5	12	6	5
3758930141	3758930	1	4	1	10	3	1	1	11	2013	1	5		1			1	5		2							5		6	5
3758930151	3758930	1	5	1	10	5	2	1	8	1996	18	5	6	1			3			2	1	1	1	6	1	2	5	12	6	5
3758931111	3758931	1	1	1	10	1	1	1	8	1976	38	1	2	1			1	3	77075	2	1	2		4	6		5	6	6	5
3758931121	3758931	1	2	1	10	2	2	1	2	1981	34	2	2	1			1	5		2	1	2		5	11	2	5	11	6	5
3758931131	3758931	1	3	1	10	2	2	1	1	2010	5	3		1			1	5		2	2	1	1	2	0		5	0	6	5
3758932111	3758932	1	1	1	10	1	2	1	12	1981	33	1	6	1			3			2	1	1	1	6	1	2	5	12	6	5
3758932121	3758932	1	2	1	10	2	2	1	8	2000	14	3	6	1			3			2	1	1	1	4	8		5	8	6	5
3758932131	3758932	1	3	1	10	1	1	1	1	2005	10	3	6	1			3			2	1	1	1	3	4		5	4	6	5
3758934111	3758934	1	1	1	10	1	1	1	4	1957	58	1	3	1			1	3	90000	2	1	2		6	5	4	5	16	6	5
3758934121	3758934	1	2	1	10	2	2	1	3	1949	66	2	3	1			1	2	125000	2	1	2		6	4	3	5	15	6	5
3758935111	3758935	1	1	1	10	1	1	1	9	1968	46	1	2	1			3			2	1	2		4	9		5	9	6	5
3758935121	3758935	1	2	1	10	2	2	1	3	1967	48	2	2	1			3			2	1	2		4	6		5	6	6	5
3758935131	3758935	1	3	1	10	3	2	1	8	1991	23	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758935141	3758935	1	4	1	10	3	2	1	4	2014	1	4		1			1	5		2							5		6	5
3758935151	3758935	1	5	1	10	5	1	1	6	1996	19	3	6	1			3			2	1	1	1	6	0	2	5	11	6	5
3758936111	3758936	1	1	1	10	1	2	1	8	1957	57	1	2	1			1	2	200000	2	1	2		6	7	5	5	18	6	5
3758936121	3758936	1	2	1	10	2	1	1	12	1950	64	2	2	1			1	2	74075	2	1	2		5	11	2	5	11	6	5
3758936131	3758936	1	3	1	10	3	1	1	5	1997	18	3	6	1			1	5		2	1	1	1	6	1	2	5	12	6	5
3758937111	3758937	1	1	1	10	1	1	1	7	1966	48	1	2	1			1	3	77000	2	1	2		3	5		5	5	6	5
3758937121	3758937	1	2	1	10	2	2	1	12	1968	46	2	2	1			1	5		2	1	2		5	11	2	5	11	6	5
3758937131	3758937	1	3	1	10	3	1	1	1	1989	26	3	6	1			3			2	1	1	1	6	4	2	5	15	6	5
3758937141	3758937	1	4	1	10	4	1	1	8	2001	13	3	6	1			1	5		2	1	1	1	4	0		5	5	6	5
3758938111	3758938	1	1	1	10	1	2	1	8	1993	21	1	6	1			3			2	1	2		5	11	2	5	11	6	5
3758938121	3758938	1	2	1	10	1	1	1	4	2012	3	3		1			3			2	2	2		1	0		5	0	6	5
3758939111	3758939	1	1	1	10	1	1	1	3	1947	68	1	2	1			1	1	25800	2	1	2		4	8		5	8	6	5
3758939121	3758939	1	2	1	10	2	2	1	3	1954	61	2	2	1			1	5		2	1	2		3	3		5	3	6	5
3758939131	3758939	1	3	1	10	3	1	1	3	1976	39	3	6	1			1	1	25800	2	1	2		5	11	2	5	11	6	5
3758939141	3758939	1	4	1	10	4	2	1	11	1981	33	3	6	1			3			2	1	1	1	6	0	2	5	11	6	5
3758939151	3758939	1	5	1	10	4	1	1	7	2004	10	4	6	1			3			2	1	1	1	3	4		5	4	6	5
3758940111	3758940	1	1	1	10	1	2	1	4	1968	47	1	6	1			3			2	1	2		6	2	2	5	13	6	5
3758940121	3758940	1	2	1	10	1	2	1	7	1971	43	5	4	1			3			2	1	2		4	9		5	9	6	5
3758941111	3758941	1	1	1	10	1	2	1	12	1962	52	1	3	1			3			2	1	2		3	5		5	5	6	5
3758941121	3758941	1	2	1	10	2	1	1	10	1983	31	3	2	1			1	1	30000	2	1	2		5	11	2	5	11	6	5
3758941131	3758941	1	3	1	10	3	2	1	1	1984	31	5	2	1			3			2	1	2		4	9		5	9	6	5
3758941141	3758941	1	4	1	10	4	2	1	12	2001	13	4	6	1			1	5		2	1	1	1	4	6		5	6	6	5
3758941151	3758941	1	5	1	10	3	1	1	12	2002	12	4	6	1			1	5		2	1	1	1	4	0		5	5	6	5
3758942111	3758942	1	1	1	10	1	2	1	11	1978	36	1	4	1			1	1	30000	2	1	2		5	11	2	5	11	6	5
3758942121	3758942	1	2	1	10	2	1	1	8	1994	20	3	6	1			1	1	25800	2	1	2		5	11	2	5	11	6	5
3758942131	3758942	1	3	1	10	3	1	1	2	1999	16	3	6	1			1	5		2	1	1	1	4	0		5	5	6	5
3758942141	3758942	1	4	1	10	4	2	1	11	2010	4	3		1			1	5		2	2	2		1	0		5	0	6	5
3758945111	3758945	1	1	1	10	1	2	1	9	1988	26	1	3	1			1	1	25800	2	1	1	2	6	4	3	5	15	6	5
3758945121	3758945	1	2	1	10	2	1	1	11	1987	27	2	3	1			1	1	32000	2	1	2		6	1	3	5	12	6	5
3758946111	3758946	1	1	1	10	1	2	1	11	1965	49	1	3	1			1	5		2	1	2		6	1	3	5	12	6	5
3758946121	3758946	1	2	1	10	2	1	1	12	1966	48	2	3	1			1	3	150000	2	1	2		6	10	5	5	21	6	5
3758946131	3758946	1	3	1	10	3	2	1	7	1996	18	3	6	1			1	9		2	1	1	1	6	1	2	5	12	6	5
3758946141	3758946	1	4	1	10	3	1	1	8	2013	1	4		1			1	5		2							5		6	5
3758946151	3758946	1	5	1	10	1	2	1	10	2004	10	3	6	1			1	5		2	1	1	2	3	4		5	4	6	5
3758947111	3758947	1	1	1	10	1	1	1	12	1967	47	1	3	1			1	1	56000	2	1	2		3	5		5	5	6	5
3758947121	3758947	1	2	1	10	2	2	1	11	1974	40	2	3	1			1	5		2	1	2		5	11	2	5	11	6	5
3758948111	3758948	1	1	1	10	1	1	1	4	1963	52	1	3	1			1	1	260000	2	1	2		6	5	4	5	16	6	5
3758949111	3758949	1	1	1	10	1	2	1	2	1967	48	1	4	1			1	5		2	1	2		5	11	2	5	11	6	5
3758949121	3758949	1	2	1	10	2	2	1	10	1989	25	3	6	1			1	4		2	1	2		6	1	2	5	12	6	5
3758950111	3758950	1	1	1	10	1	1	1	10	1969	45	1	3	1			2	1	80000	2	1	2		5	11	2	5	11	6	5
3758950121	3758950	1	2	1	10	2	2	1	1	1973	42	2	3	1			1	5		2	1	2		5	11	2	5	11	6	5
3758950131	3758950	1	3	1	10	2	1	1	11	1997	17	3	6	1			2	5		2	1	2		4	9		5	9	6	5
3758950141	3758950	1	4	1	10	2	2	1	2	2008	7	3		1			2	5		2	1	1	2	3	0		5	0	6	5
3758951111	3758951	1	1	1	10	1	1	1	12	1969	45	1	6	1			1	1	25800	2	1	2		5	11	2	5	11	6	5
3758952111	3758952	1	1	1	10	1	2	1	6	1957	58	1	3	1			3			2	1	2		3	5		5	5	6	5
3758952121	3758952	1	2	1	10	2	1	1	2	1946	69	2	3	1			3			2	2	2		1	0		5	0	6	5
3758952131	3758952	1	3	1	10	3	1	1	11	1981	33	3	6	1			1	1	25800	2	1	2		4	8		5	8	6	5
3758952141	3758952	1	4	1	10	4	2	1	9	1985	29	3	6	1			1	1	25800	2	1	2		5	11	2	5	11	6	5
3758952151	3758952	1	5	1	10	5	1	1	5	1997	18	3	6	1			3			2	1	2		4	7		5	7	6	5
3758952161	3758952	1	6	1	10	6	1	1	8	2000	14	3	6	1			3			2	1	1	1	4	7		5	7	6	5
3758953111	3758953	1	1	1	10	1	1	1	8	1970	44	1	3	1			2	1	90000	2	1	2		5	11	2	5	11	6	5
3758953121	3758953	1	2	1	10	2	2	1	4	1965	50	2	3	1			1	5		2	1	2		5	11	2	5	11	6	5
3758954111	3758954	1	1	1	10	1	2	1	2	1927	88	1	5	1			1	2	78500	2	1	2		3	3		5	3	6	5
3758954121	3758954	1	2	1	10	2	1	1	6	1963	52	3	4	1			3			2	1	2		4	9		5	9	6	5
3758954131	3758954	1	3	1	10	3	2	1	2	1968	47	3	4	1			3			2	1	2		4	9		5	9	6	5
3758955111	3758955	1	1	1	10	1	1	1	6	1963	51	1	2	1			1	1	25774	2	1	2		3	5		5	5	6	5
3758955121	3758955	1	2	1	10	2	2	1	12	1970	44	2	2	1			1	5		2	1	2		4	7		5	7	6	5
3758955131	3758955	1	3	1	10	3	2	1	3	1997	18	3	6	1			1	1	17182	2	1	2		6	3	3	5	14	6	5
3758955141	3758955	1	4	1	10	4	2	1	5	1999	16	3	6	1			1	5		2	1	1	1	4	9		5	9	6	5
3758955151	3758955	1	5	1	10	5	1	1	5	1999	16	3	6	1			1	5		2	1	1	1	4	9		5	9	6	5
3758956111	3758956	1	1	1	10	1	1	1	6	1958	56	1	3	1			1	1	51236	2	1	2		3	3		5	3	6	5
3758956121	3758956	1	2	1	10	2	2	1	8	1962	52	2	3	1			1	5		2	1	2		4	6		5	6	6	5
3758956131	3758956	1	3	1	10	3	1	1	4	1980	35	3	4	1			1	1	35320	2	1	2		5	11	2	5	11	6	5
3758956141	3758956	1	4	1	10	6	2	1	7	2009	5	4		1			1	5		2	2	1	1	2	0		5	0	6	5
3758956151	3758956	1	5	1	10	5	1	1	7	1982	32	3	4	1			1	1	35000	2	1	2		5	11	2	5	11	6	5
3758956161	3758956	1	6	1	10	6	2	1	10	1984	30	3	4	1			1	1	28500	2	1	2		5	11	2	5	11	6	5
3758956171	3758956	1	7	1	10	6	2	1	3	2004	11	4	6	1			1	5		2	1	1	1	4	0		5	5	6	5
3758956181	3758956	1	8	1	10	6	2	1	11	2007	7	4		1			1	5		2	1	1	1	3	1		5	1	6	5
3758957111	3758957	1	1	1	10	1	2	1	5	1962	53	1	4	1			1	5		2	1	2		4	7		5	7	6	5
3758958111	3758958	1	1	1	10	1	1	1	12	1959	55	1	3	1			1	3	80500	2	1	2		6	2	3	5	13	6	5
3758958121	3758958	1	2	1	10	2	2	1	12	1997	17	3	6	1			1	5		2	1	1	2	5	10	1	5	10	6	5
3758959111	3758959	1	1	1	10	1	1	1	3	1966	49	1	3	1			1	3	87500	2	1	2		5	11	2	5	11	6	5
3758959121	3758959	1	2	1	10	2	2	1	12	1968	46	2	3	1			1	1	68000	2	1	2		6	3	3	5	14	6	5
3758959131	3758959	1	3	1	10	3	2	1	12	1999	15	3	6	1			1	5		2	1	1	2	4	8		5	8	6	5
3758960111	3758960	1	1	1	10	1	1	1	11	1974	40	1	6	1			3			2	1	2		6	3	3	5	14	6	5
3758961111	3758961	1	1	1	10	1	1	1	4	1962	53	1	1	1			3			2	1	2		3	5		5	5	6	5
3758961121	3758961	1	2	1	10	2	2	1	1	1961	54	2	1	1			3			2	1	2		3	5		5	5	6	5
3758962111	3758962	1	1	1	10	1	1	1	9	1965	49	1	2	1			1	3	80500	2	1	2		3	5		5	5	6	5
3758962121	3758962	1	2	1	10	2	2	1	3	1994	21	2	2	1			3			2	1	2		4	9		5	9	6	5
3758962131	3758962	1	3	1	10	2	1	1	10	2009	5	3		1			3			2	2	2		1	0		5	0	6	5
3758962141	3758962	1	4	1	10	2	2	1	1	2012	3	3		1			3			2	2	2		1	0		5	0	6	5
3758963111	3758963	1	1	1	10	1	1	1	7	1962	52	1	2	1			1	3	87500	2	1	2		5	11	2	5	11	6	5
3758963121	3758963	1	2	1	10	1	2	1	1	1973	42	2	2	1			1	5		2	1	2		5	11	2	5	11	6	5
3758963131	3758963	1	3	1	10	3	2	1	11	1991	23	3	6	1			1	5		2	1	1	1	6	5	3	5	16	6	5
3758963141	3758963	1	4	1	10	4	2	1	3	2000	15	3	6	1			1	5		2	1	1	1	4	9		5	9	6	5
3758964111	3758964	1	1	1	10	1	2	1	12	1982	32	1	2	1			3			2	1	2		6	2	3	5	13	6	5
3758964121	3758964	1	2	1	10	2	1	1	8	1979	35	2	2	1			3			2	1	2		6	2	3	5	13	6	5
3758964131	3758964	1	3	1	10	2	1	1	5	2004	11	4	6	1			3			2	1	1	1	4	0		5	5	6	5
3758964141	3758964	1	4	1	10	2	1	1	11	2011	3	3		1			3			2	2	2		1	0		5	0	6	5
3758965111	3758965	1	1	1	10	1	2	1	10	1948	66	1	5	1			1	2	80500	2	1	2		4	9		5	9	6	5
3758965121	3758965	1	2	1	10	2	2	1	4	1973	42	3	6	1			3			2	1	2		5	11	2	5	11	6	5
3758965131	3758965	1	3	1	10	2	2	1	10	1997	17	4	6	1			3			2	1	1	1	6	0	2	5	11	6	5
3758966111	3758966	1	1	1	10	1	2	1	1	1967	48	1	4	1			1	1	24800	2	1	2		4	6		5	6	6	5
3758966121	3758966	1	2	1	10	2	2	1	10	1997	17	3	6	1			1	5		2	1	1	1	5	10	1	5	10	6	5
3758966131	3758966	1	3	1	10	1	2	1	5	2007	8	3		1			1	5		2	1	1	1	3	2		5	2	6	5
3758969111	3758969	1	1	1	10	1	2	1	11	1965	49	1	3	1			2	1	56000	2	1	1	1	6	9	4	5	20	6	5
3758969121	3758969	1	2	1	10	2	1	1	3	1961	54	2	3	1			2	1	108440	2	1	2		6	9	5	5	20	6	5
3758970111	3758970	1	1	1	10	1	2	1	10	1963	51	1	4	1			1	5		2	1	2		5	11	2	5	11	6	5
3758970121	3758970	1	2	1	10	2	2	1	9	1994	20	3	1	1			1	5		2	1	1	2	5	11	2	5	11	6	5
3758970131	3758970	1	3	1	10	3	1	1	10	1993	21	9	1	1			1	3	87500	2	1	1	2	6	0	2	5	11	6	5
3758970141	3758970	1	4	1	10	2	1	1	1	2013	2	4		1			1	5		2							5		6	5
3758971111	3758971	1	1	1	10	1	1	1	12	1988	26	1	6	1			1	1	87500	2	1	1	1	6	5	4	5	16	6	5
3758971121	3758971	1	2	1	10	2	2	1	11	1986	28	5	6	1			1	1	28500	2	1	1	2	6	5	4	5	16	6	5
3758971131	3758971	1	3	1	10	2	2	1	9	2011	3	5		1			1	5		2	2	2		1	0		5	0	6	5
3758972111	3758972	1	1	1	10	1	2	1	9	1959	55	1	3	1			2	2	225000	2	1	2		6	5	4	5	16	6	5
3758972121	3758972	1	2	1	10	1	1	1	7	1959	55	2	3	1			2	2	98	2	1	2		5	11	2	5	11	6	5
3758972131	3758972	1	3	1	10	3	2	1	9	1995	19	9	6	1			3			2	1	2		5	11	2	5	11	6	5
3758973111	3758973	1	1	1	10	1	2	1	2	1964	51	1	4	1			1	1	24000	2	1	2		4	6		5	6	6	5
3758974111	3758974	1	1	1	10	1	2	1	12	1970	44	1	3	1			1	1	46000	2	1	2		6	2	3	5	13	6	5
3758974121	3758974	1	2	1	10	1	2	1	10	2002	12	3	6	1			1	5		2	1	1	1	4	6		5	6	6	5
3758975111	3758975	1	1	1	10	1	2	1	6	1955	60	1	6	1			1	1	47000	2	1	2		5	11	2	5	11	6	5
3758975121	3758975	1	2	1	10	2	2	1	7	1986	28	3	4	1			1	5		2	1	2		5	11	2	5	11	6	5
3758975131	3758975	1	3	1	10	2	1	1	9	2009	5	4		1			1	5		2	1	1	1	2	0		5	0	6	5
3759172111	3759172	1	1	1	10	2	1	1	5	1928	87	1	3	1			1	2	77322	2	1	2		3	1		17	1	6	17
3759172121	3759172	1	2	1	10	2	2	1	3	1936	79	2	3	1			1	5		2	1	2		3	2		17	2	6	17
3759172131	3759172	1	3	1	10	3	2	1	4	1968	47	3	4	2	1	60				1	1	2		3	3		17	3	6	17
3759172141	3759172	1	4	1	10	2	2	1	5	1986	29	3	4	1			9			2	1	1	1	6	2	2	17	13	6	17
3759172151	3759172	1	5	1	10	2	2	1	9	2004	10	4	6	1			3			2	1	1	1	3	4		17	4	6	17
3759173111	3759173	1	1	1	10	1	1	1	5	1972	43	1	3	1			1	1	40000	2	1	2		4	7		17	7	6	17
3759173121	3759173	1	2	1	10	2	2	1	4	1971	44	2	3	1			1	5		2	1	2		3	1		17	1	6	17
3759173131	3759173	1	3	1	10	3	1	1	6	1992	23	3	6	1			1	1	26960	2	1	2		5	11	2	17	11	6	17
3759173141	3759173	1	4	1	10	4	2	1	3	1999	16	3	6	1			1	5		2	1	1	1	4	9		17	9	6	17
3759173151	3759173	1	5	1	10	3	2	1	6	2005	9	3		1			1	5		2	1	1	1	3	3		17	3	6	17
3759173161	3759173	1	6	1	10	3	2	1	6	2005	9	3		1			1	5		2	1	1	1	3	3		17	3	6	17
3759174111	3759174	1	1	1	10	1	1	1	11	1967	47	1	2	2	1	1				2	1	2		4	7		17	7	6	17
3759174121	3759174	1	2	1	10	2	2	1	4	1973	42	2	2	2	1	5				2	1	2		4	7		17	7	6	17
3759174131	3759174	1	3	1	10	3	1	1	9	1991	23	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759174141	3759174	1	4	1	10	4	1	1	3	1995	20	3	6	2	1	5				2	1	1	1	6	0	2	17	11	6	17
3759174151	3759174	1	5	1	10	2	1	1	12	1918	96	5	5	1			3			2	1	2		1	0		17	0	6	17
3759175111	3759175	1	1	1	10	1	1	1	1	1975	40	1	2	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759175121	3759175	1	2	1	10	2	2	1	12	1983	31	2	2	1			3			2	1	2		3	3		17	3	6	17
3759175131	3759175	1	3	1	10	3	1	1	5	2000	15	3	6	1			1	5		2	1	1	1	4	6		17	6	6	17
